Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,16319,42,4.96 [2.69-9.14],2.893151490273447e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,C7,Complement component C7,16036,42,7.72 [3.32-17.95],2.024631773156248e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",16364,42,2.90 [1.82-4.63],7.132183541775576e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,CPM,Carboxypeptidase M,18877,43,4.68 [2.54-8.63],7.578359641226856e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,DCN,Decorin,18457,42,10.34 [3.69-28.91],8.579666995562521e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,FABP1,"Fatty acid-binding protein, liver",18800,44,1.71 [1.35-2.16],9.244933264229487e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,GDF15,Growth/differentiation factor 15,19030,44,2.59 [1.88-3.59],8.538324780555802e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,OCLN,Occludin,16374,42,3.09 [1.88-5.08],8.085334612263426e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,PKD1,Polycystin-1,16401,42,10.47 [3.91-28.03],2.9345581030411946e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,RBFOX3,RNA binding protein fox-1 homolog 3,16374,42,2.31 [1.65-3.24],1.1289524082993523e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,TFF2,Trefoil factor 2,18859,44,2.38 [1.62-3.48],8.644570323418584e-06
