Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in Alzheimer disease,APOA2,Apolipoprotein A-II,23690,261,1.87 [1.49-2.36],1.0816744045010645e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in Alzheimer disease,APOE,Apolipoprotein E,23722,262,0.43 [0.37-0.51],6.357683859281834e-23
"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in Alzheimer disease,BCAN,Brevican core protein,26930,285,0.46 [0.34-0.62],5.490378853782549e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in Alzheimer disease,BRK1,Protein BRICK1,26448,285,1.67 [1.35-2.06],2.0439722923856928e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in Alzheimer disease,CEND1,Cell cycle exit and neuronal differentiation protein 1,22904,253,1.46 [1.29-1.66],2.163553557008529e-09
"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in Alzheimer disease,GDF15,Growth/differentiation factor 15,27450,294,1.75 [1.42-2.15],1.590003200016804e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in Alzheimer disease,GFAP,Glial fibrillary acidic protein,26434,285,3.00 [2.58-3.48],2.1642154043889747e-47
"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in Alzheimer disease,MENT,Protein MENT,23172,258,10.42 [6.40-16.97],4.084597178626861e-21
"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in Alzheimer disease,NEFL,Neurofilament light polypeptide,26363,285,2.42 [2.01-2.91],3.907162270065684e-21
"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in Alzheimer disease,SNAP25,Synaptosomal-associated protein 25,22904,253,2.47 [1.97-3.10],6.066114853608053e-15
"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in Alzheimer disease,SYT1,Synaptotagmin-1,23624,264,1.68 [1.43-1.97],2.2434624330669607e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in Alzheimer disease,VGF,Neurosecretory protein VGF,23641,262,0.41 [0.28-0.61],8.754739752689392e-06
