Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),BSG,Basigin,27473,101,6.36 [2.96-13.66],2.146142768498119e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),CHI3L1,Chitinase-3-like protein 1,26619,100,1.56 [1.30-1.89],2.472396988122344e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),EDA2R,Tumor necrosis factor receptor superfamily member 27,27461,102,2.59 [1.73-3.87],3.812856868919732e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),EPHA2,Ephrin type-A receptor 2,26277,96,2.13 [1.54-2.94],4.2980053274279335e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),GDF15,Growth/differentiation factor 15,27566,101,2.39 [1.78-3.19],4.4829526643012804e-09
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),GFAP,Glial fibrillary acidic protein,26551,97,3.03 [2.36-3.90],6.11026326051003e-18
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),GFRA1,GDNF family receptor alpha-1,27413,102,3.48 [2.00-6.03],9.515343605607937e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),GPR37,Prosaposin receptor GPR37,26729,97,2.11 [1.62-2.75],2.4895666866468465e-08
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),HLA-E,"HLA class I histocompatibility antigen, alpha chain E",27189,101,3.21 [1.97-5.22],2.8238746446006418e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),IL18BP,Interleukin-18-binding protein,27328,102,2.77 [1.76-4.36],9.71246837545109e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),IL4R,Interleukin-4 receptor subunit alpha,27189,101,2.46 [1.75-3.46],2.562150955583486e-07
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),NECTIN2,Nectin-2,27194,100,4.12 [2.48-6.85],4.839312480861764e-08
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),NEFL,Neurofilament light polypeptide,26477,97,2.38 [1.73-3.28],1.0469931781634885e-07
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),PVR,Poliovirus receptor,27468,99,2.78 [1.91-4.06],1.0228956526296432e-07
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,27053,100,2.07 [1.50-2.85],9.586372260439558e-06
