Unnamed: 0,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0097305,GO:0097305,response to alcohol,2/4,235/18800,0.0009182031455788,0.0494522982596073,0.0195906105159735,CD27/IGFBP7,2
GO:0051414,GO:0051414,response to cortisol,1/4,5/18800,0.0010634902851528,0.0494522982596073,0.0195906105159735,IGFBP7,1
