Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
PQBP1,Polyglutamine-binding protein 1,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,21651,1944,1.19 [1.11-1.27],1.8914745576599324e-06
PQBP1,Polyglutamine-binding protein 1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",22689,1296,1.20 [1.11-1.31],1.6536667384700837e-05
PQBP1,Polyglutamine-binding protein 1,Chapter IX Diseases of the circulatory system,Hypertension,22713,1320,1.20 [1.10-1.30],1.8085312780518463e-05
PQBP1,Polyglutamine-binding protein 1,Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,26809,83,1.57 [1.28-1.92],1.6607034123208103e-05
