Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],CD79B,B-cell antigen receptor complex-associated protein beta chain,27920,79,2.44 [1.77-3.35],3.8274015669271626e-08
Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],CXCL9,C-X-C motif chemokine 9,27766,80,1.80 [1.48-2.20],5.51917244730398e-09
Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],GDF15,Growth/differentiation factor 15,27969,79,1.91 [1.52-2.40],3.4497041489273743e-08
Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],HLA-E,"HLA class I histocompatibility antigen, alpha chain E",27584,76,3.91 [2.39-6.40],5.39402489881934e-08
Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],IFI30,Gamma-interferon-inducible lysosomal thiol reductase,23374,67,3.10 [2.08-4.62],2.5913314558534643e-08
Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],LGALS9,Galectin-9,27628,79,4.51 [2.76-7.36],1.9237963088624912e-09
Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],NPDC1,Neural proliferation differentiation and control protein 1,27630,80,3.23 [2.11-4.96],7.235740551981208e-08
Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],RELT,Tumor necrosis factor receptor superfamily member 19L,27636,79,4.64 [2.69-8.00],3.197725510383428e-08
Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],RNASET2,Ribonuclease T2,27836,78,3.13 [2.06-4.76],9.959300446599457e-08
Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],SHISA5,Protein shisa-5,24085,72,3.09 [2.05-4.65],7.465747776704814e-08
Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],TNFRSF13B,Tumor necrosis factor receptor superfamily member 13B,27680,78,2.42 [1.77-3.31],2.5678968194225443e-08
Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],TNFRSF9,Tumor necrosis factor receptor superfamily member 9,27440,77,2.35 [1.75-3.16],1.0872467602454281e-08
Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],VSIG4,V-set and immunoglobulin domain-containing protein 4,27597,79,2.92 [2.02-4.22],1.2611899806812676e-08
