Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of intestine,ACE2,Angiotensin-converting enzyme 2,20998,1584,1.26 [1.16-1.37],7.044244847268189e-08
Chapter XI Diseases of the digestive system,Other diseases of intestine,AREG,Amphiregulin,21286,1599,1.37 [1.26-1.48],1.7290194774162122e-13
Chapter XI Diseases of the digestive system,Other diseases of intestine,ASGR1,Asialoglycoprotein receptor 1,21230,1594,1.61 [1.39-1.86],1.4559066478033963e-10
Chapter XI Diseases of the digestive system,Other diseases of intestine,CD302,CD302 antigen,21286,1599,1.54 [1.34-1.78],4.1714670992399895e-09
Chapter XI Diseases of the digestive system,Other diseases of intestine,CHGA,Chromogranin-A,18689,1398,1.28 [1.21-1.34],3.3307795466475083e-22
Chapter XI Diseases of the digestive system,Other diseases of intestine,CHI3L1,Chitinase-3-like protein 1,20904,1584,1.17 [1.10-1.24],5.3612307042763013e-08
Chapter XI Diseases of the digestive system,Other diseases of intestine,CKAP4,Cytoskeleton-associated protein 4,21499,1613,1.55 [1.32-1.82],8.134403916189081e-08
Chapter XI Diseases of the digestive system,Other diseases of intestine,CNTN5,Contactin-5,21440,1612,0.71 [0.63-0.80],2.0484513538990243e-08
Chapter XI Diseases of the digestive system,Other diseases of intestine,COL6A3,Collagen alpha-3(VI) chain,21652,1631,1.43 [1.26-1.63],2.837923417903844e-08
Chapter XI Diseases of the digestive system,Other diseases of intestine,EFNA4,Ephrin-A4,21198,1592,1.53 [1.32-1.78],1.537597221182091e-08
Chapter XI Diseases of the digestive system,Other diseases of intestine,FSTL3,Follistatin-related protein 3,21341,1621,1.51 [1.32-1.74],4.800675048103869e-09
Chapter XI Diseases of the digestive system,Other diseases of intestine,GAST,Gastrin,18652,1381,1.19 [1.15-1.23],1.954131289663244e-23
Chapter XI Diseases of the digestive system,Other diseases of intestine,GDF15,Growth/differentiation factor 15,21652,1631,1.50 [1.39-1.62],3.126009518050005e-25
Chapter XI Diseases of the digestive system,Other diseases of intestine,IGFBP4,Insulin-like growth factor-binding protein 4,21095,1603,1.38 [1.24-1.53],9.687301683430499e-10
Chapter XI Diseases of the digestive system,Other diseases of intestine,IL15,Interleukin-15,21329,1609,1.42 [1.25-1.61],8.39587571625732e-08
Chapter XI Diseases of the digestive system,Other diseases of intestine,ITGA11,Integrin alpha-11,21329,1609,0.70 [0.62-0.80],8.529415420452698e-08
Chapter XI Diseases of the digestive system,Other diseases of intestine,LGALS9,Galectin-9,21371,1620,1.46 [1.27-1.67],3.7777413244906425e-08
Chapter XI Diseases of the digestive system,Other diseases of intestine,LRRN1,Leucine-rich repeat neuronal protein 1,20981,1579,0.72 [0.64-0.81],3.2243472902910524e-08
Chapter XI Diseases of the digestive system,Other diseases of intestine,PGA4,Pepsin A-4,18701,1394,1.34 [1.24-1.44],5.0105351546322513e-14
Chapter XI Diseases of the digestive system,Other diseases of intestine,PRSS8,Prostasin,21288,1613,1.45 [1.30-1.61],5.494554182057516e-12
Chapter XI Diseases of the digestive system,Other diseases of intestine,PTGDS,Prostaglandin-H2 D-isomerase,21212,1610,1.61 [1.39-1.85],7.007553994271636e-11
Chapter XI Diseases of the digestive system,Other diseases of intestine,REG3A,Regenerating islet-derived protein 3-alpha,21652,1631,1.21 [1.13-1.30],2.5126902872733183e-08
Chapter XI Diseases of the digestive system,Other diseases of intestine,REG4,Regenerating islet-derived protein 4,21415,1623,1.28 [1.17-1.39],8.23639333705535e-08
Chapter XI Diseases of the digestive system,Other diseases of intestine,TFF2,Trefoil factor 2,21443,1625,1.27 [1.18-1.37],1.1465966484123844e-10
Chapter XI Diseases of the digestive system,Other diseases of intestine,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,21230,1594,1.44 [1.27-1.63],1.0687949573976115e-08
Chapter XI Diseases of the digestive system,Other diseases of intestine,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,21230,1594,1.28 [1.19-1.38],8.747476851163309e-11
Chapter XI Diseases of the digestive system,Other diseases of intestine,VSIG2,V-set and immunoglobulin domain-containing protein 2,18584,1390,1.50 [1.39-1.63],8.139748791801867e-24
Chapter XI Diseases of the digestive system,Other diseases of intestine,VSIG4,V-set and immunoglobulin domain-containing protein 4,21351,1616,1.43 [1.28-1.59],1.2738985164708309e-10
Chapter XI Diseases of the digestive system,Other diseases of intestine,WFDC2,WAP four-disulfide core domain protein 2,20308,1514,1.49 [1.33-1.67],1.5690391399200432e-11
