Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,BTN2A1,Butyrophilin subfamily 2 member A1,24010,215,3.26 [2.18-4.89],1.0643942180635046e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,CD59,CD59 glycoprotein,23015,208,2.82 [1.94-4.09],5.2972690804759843e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,CHGA,Chromogranin-A,20828,187,1.46 [1.29-1.65],7.348500242758094e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,EPHA2,Ephrin type-A receptor 2,23050,208,2.20 [1.69-2.86],5.3542818633289824e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,GDF15,Growth/differentiation factor 15,24181,215,1.63 [1.37-1.95],7.55271864973265e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,IL10RB,Interleukin-10 receptor subunit beta,24010,215,2.40 [1.76-3.28],4.016603904206429e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,23893,214,1.88 [1.50-2.35],4.233128346825655e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,NECTIN4,Nectin-4,23971,216,3.01 [2.33-3.89],2.4062756400250426e-17
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,TGFBR2,TGF-beta receptor type-2,23971,216,2.74 [2.08-3.62],1.0254440984846377e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,TREM2,Triggering receptor expressed on myeloid cells 2,23893,214,1.85 [1.48-2.30],5.440593772696598e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,VSIG2,V-set and immunoglobulin domain-containing protein 2,20718,183,1.83 [1.50-2.24],3.116736585156781e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,WFDC2,WAP four-disulfide core domain protein 2,22683,210,2.17 [1.68-2.81],3.675869572115502e-09
