Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,CKAP4,Cytoskeleton-associated protein 4,26888,35,4.57 [2.64-7.94],6.352400193088616e-08
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,EFNA4,Ephrin-A4,26523,35,4.57 [2.88-7.26],1.1517483140692656e-10
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,IGFBP4,Insulin-like growth factor-binding protein 4,26397,36,3.87 [2.59-5.81],5.2873380307176416e-11
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,NECTIN2,Nectin-2,26697,36,7.02 [3.49-14.15],4.8797945172046484e-08
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,SPINK1,Serine protease inhibitor Kazal-type 1,26750,36,3.13 [2.08-4.72],4.4683304729819656e-08
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,26562,35,3.10 [2.08-4.60],2.2829042224475595e-08
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,27018,35,4.56 [2.81-7.39],8.61090376164676e-10
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,26750,36,7.09 [3.71-13.55],3.0012688844868587e-09
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,26974,35,4.20 [2.59-6.83],6.945319344805561e-09
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,26562,35,2.66 [1.88-3.77],4.1120346365515374e-08
