Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",A1BG,Alpha-1B-glycoprotein,33595,3038,1.36 [1.11-1.67],0.0030506605949251
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",AAMDC,Mth938 domain-containing protein,32651,2951,1.03 [0.96-1.10],0.439257424926651
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",AARSD1,Alanyl-tRNA editing protein Aarsd1,38344,3442,1.00 [0.95-1.06],0.8944842792455552
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ABCA2,ATP-binding cassette sub-family A member 2,32471,2947,1.06 [0.96-1.17],0.2154250707092796
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ABHD14B,Protein ABHD14B,38118,3443,1.07 [1.01-1.12],0.0180199588431611
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ABL1,Tyrosine-protein kinase ABL1,38344,3442,1.07 [1.02-1.12],0.0031568022608337
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ABO,Histo-blood group ABO system transferase,33574,3037,0.99 [0.97-1.01],0.3500778212681213
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ABRAXAS2,BRISC complex subunit Abraxas 2,32471,2947,1.00 [0.95-1.06],0.8669573024590633
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",37622,3358,1.06 [1.02-1.10],0.0033839264474272
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",32937,2994,0.99 [0.94-1.04],0.6675515097784535
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",33552,3038,1.03 [0.99-1.07],0.095405558285237
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACAN,Aggrecan core protein,38151,3442,0.77 [0.69-0.86],2.414590060533579e-06
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACE,Angiotensin-converting enzyme,33574,3037,0.97 [0.85-1.11],0.7040889256858505
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACE2,Angiotensin-converting enzyme 2,37819,3400,1.19 [1.13-1.26],1.0917403069966215e-09
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACHE,Acetylcholinesterase,32814,2985,0.70 [0.62-0.78],2.0609592635739288e-10
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACOT13,Acyl-coenzyme A thioesterase 13,33402,3028,1.05 [1.02-1.08],0.0014116377109432
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,38525,3474,1.10 [1.04-1.16],0.0014833803035318
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACP1,Low molecular weight phosphotyrosine protein phosphatase,32577,2951,0.92 [0.85-0.99],0.0360731783489095
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACP5,Tartrate-resistant acid phosphatase type 5,38702,3485,1.12 [1.02-1.23],0.0179800826836351
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACP6,Lysophosphatidic acid phosphatase type 6,38800,3482,1.02 [0.98-1.07],0.3117679864659407
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACRBP,Acrosin-binding protein,33404,3032,1.12 [1.03-1.22],0.0096482417902601
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACRV1,Acrosomal protein SP-10,32577,2951,1.01 [0.97-1.07],0.5568606558136946
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACSL1,Long-chain-fatty-acid--CoA ligase 1,32471,2947,0.93 [0.84-1.03],0.1506082103199606
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACTA2,"Actin, aortic smooth muscle",37819,3400,1.18 [1.11-1.26],2.060592352410481e-07
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACTN2,Alpha-actinin-2,32471,2947,1.16 [1.09-1.22],4.686370954689002e-07
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACTN4,Alpha-actinin-4,37802,3394,0.97 [0.88-1.06],0.4824780605449402
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACVRL1,Serine/threonine-protein kinase receptor R3,38181,3445,1.57 [1.38-1.78],1.941353724007204e-12
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACY1,Aminoacylase-1,38525,3474,1.07 [1.02-1.12],0.0080128710800544
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,32471,2947,0.98 [0.92-1.04],0.4489430747853258
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACYP1,Acylphosphatase-1,32694,2973,1.05 [0.99-1.11],0.0763138442333435
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADA,Adenosine deaminase,38970,3514,0.96 [0.88-1.04],0.2936477184789146
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADA2,Adenosine deaminase 2,38314,3458,1.15 [1.07-1.24],9.76345899637845e-05
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,32577,2951,1.22 [1.11-1.34],3.7472439786241485e-05
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,37819,3400,0.94 [0.85-1.04],0.2494163522813028
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,38241,3450,0.86 [0.79-0.94],0.0008993200032725
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,38970,3514,0.88 [0.81-0.95],0.0021870005357798
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,38806,3500,1.41 [1.27-1.57],1.3625105966766691e-10
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,33402,3028,1.41 [1.26-1.57],3.339020447053417e-09
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,32577,2951,1.15 [1.03-1.28],0.0108756962378584
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,39009,3513,0.75 [0.66-0.85],6.897859446934272e-06
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,38344,3442,0.99 [0.93-1.06],0.8430099987279598
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,37819,3400,0.83 [0.75-0.92],0.0006290393276721
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,32577,2951,1.27 [1.15-1.39],1.3188364261485295e-06
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,38637,3472,0.61 [0.57-0.65],9.99884176901352e-51
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTSL2,ADAMTS-like protein 2,33545,3040,1.33 [1.20-1.47],7.900376302961784e-08
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTSL4,ADAMTS-like protein 4,32651,2951,1.11 [0.96-1.29],0.1587735452709826
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTSL5,ADAMTS-like protein 5,33552,3038,0.94 [0.86-1.02],0.156968848293198
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,37622,3358,0.90 [0.81-0.99],0.0289290434935274
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADD1,Alpha-adducin,32814,2985,0.98 [0.93-1.03],0.4823150148936443
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADGRB3,Adhesion G protein-coupled receptor B3,38181,3445,1.02 [0.93-1.12],0.6377130264756345
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADGRD1,Adhesion G-protein coupled receptor D1,32814,2985,1.01 [0.92-1.10],0.8993564577066874
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADGRE1,Adhesion G protein-coupled receptor E1,33402,3028,1.12 [1.05-1.19],0.0003943267022837
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADGRE2,Adhesion G protein-coupled receptor E2,38703,3477,0.85 [0.76-0.95],0.0035950673169758
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADGRE5,Adhesion G protein-coupled receptor E5,38818,3497,0.83 [0.75-0.92],0.000510667028033
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADGRF5,Adhesion G protein-coupled receptor F5,33552,3038,1.25 [1.11-1.41],0.0003566014125358
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADGRG1,Adhesion G-protein coupled receptor G1,38344,3442,1.08 [1.04-1.12],0.0002623749195409
