Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sciatica+with lumbago,A1BG,Alpha-1B-glycoprotein,39091,437,0.87 [0.51-1.48],0.6121594647730786
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sciatica+with lumbago,AAMDC,Mth938 domain-containing protein,38011,424,1.05 [0.88-1.25],0.5881140128294642
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sciatica+with lumbago,AARSD1,Alanyl-tRNA editing protein Aarsd1,44654,501,0.98 [0.85-1.13],0.8126683961392844
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sciatica+with lumbago,ABCA2,ATP-binding cassette sub-family A member 2,37762,423,1.10 [0.86-1.42],0.4481869586678318
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sciatica+with lumbago,ABHD14B,Protein ABHD14B,44387,496,1.18 [1.03-1.35],0.0184502070054039
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sciatica+with lumbago,ABL1,Tyrosine-protein kinase ABL1,44654,501,1.18 [1.05-1.32],0.0038993396351087
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sciatica+with lumbago,ABO,Histo-blood group ABO system transferase,39068,440,1.02 [0.96-1.08],0.5587879193950405
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sciatica+with lumbago,ABRAXAS2,BRISC complex subunit Abraxas 2,37762,423,1.21 [1.05-1.39],0.0070457624042768
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sciatica+with lumbago,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",43808,492,1.15 [1.05-1.26],0.0030431034875386
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sciatica+with lumbago,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",38330,429,1.00 [0.88-1.15],0.9520841555271764
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sciatica+with lumbago,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",39029,435,1.09 [0.99-1.21],0.0875579883760308
