Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,A1BG,Alpha-1B-glycoprotein,16888,243,0.81 [0.39-1.68],0.5693979991198155
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,AAMDC,Mth938 domain-containing protein,16412,235,0.98 [0.77-1.24],0.8520078705923295
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,AARSD1,Alanyl-tRNA editing protein Aarsd1,19321,280,1.27 [1.05-1.53],0.0121459650681982
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ABCA2,ATP-binding cassette sub-family A member 2,16306,237,1.08 [0.76-1.53],0.6642898764860947
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ABHD14B,Protein ABHD14B,19197,280,1.03 [0.85-1.25],0.7553045960224468
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ABL1,Tyrosine-protein kinase ABL1,19321,280,1.10 [0.95-1.29],0.2114664049913187
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ABO,Histo-blood group ABO system transferase,16892,243,1.01 [0.93-1.10],0.8276190233189118
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ABRAXAS2,BRISC complex subunit Abraxas 2,16306,237,1.12 [0.93-1.35],0.2520297797187242
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",18957,279,1.09 [0.96-1.24],0.1723014166984269
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",16574,234,1.05 [0.88-1.26],0.5711585777378033
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",16877,245,1.01 [0.88-1.16],0.846921193734395
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACAN,Aggrecan core protein,19248,282,0.96 [0.65-1.40],0.8162350082839777
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACE,Angiotensin-converting enzyme,16892,243,1.05 [0.68-1.65],0.814972779542119
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACE2,Angiotensin-converting enzyme 2,19068,281,1.16 [0.97-1.39],0.1064034602567765
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACHE,Acetylcholinesterase,16507,236,0.89 [0.61-1.28],0.5255082640909938
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACOT13,Acyl-coenzyme A thioesterase 13,16828,239,0.99 [0.89-1.10],0.8549731554501852
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,19443,285,0.97 [0.78-1.19],0.75360572784745
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACP1,Low molecular weight phosphotyrosine protein phosphatase,16379,237,1.21 [0.94-1.56],0.1405652655470804
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACP5,Tartrate-resistant acid phosphatase type 5,19515,283,1.38 [1.01-1.88],0.0428727969047311
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACP6,Lysophosphatidic acid phosphatase type 6,19560,284,1.00 [0.86-1.17],0.9856945778753984
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACRBP,Acrosin-binding protein,16822,241,1.04 [0.76-1.41],0.8117123036287646
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACRV1,Acrosomal protein SP-10,16379,237,0.96 [0.85-1.09],0.5179475516573835
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACSL1,Long-chain-fatty-acid--CoA ligase 1,16306,237,0.87 [0.59-1.28],0.481062509702299
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACTA2,"Actin, aortic smooth muscle",19068,281,1.25 [1.00-1.56],0.0471150074248776
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACTN2,Alpha-actinin-2,16306,237,1.04 [0.85-1.26],0.7114841550546567
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACTN4,Alpha-actinin-4,19095,280,0.89 [0.63-1.28],0.5419698265958555
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACVRL1,Serine/threonine-protein kinase receptor R3,19219,279,1.56 [1.05-2.32],0.0282690574253538
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACY1,Aminoacylase-1,19443,285,1.05 [0.89-1.24],0.5454688087623782
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,16306,237,1.10 [0.89-1.38],0.3790335396273736
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ACYP1,Acylphosphatase-1,16450,236,1.07 [0.88-1.29],0.5134822509933188
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ADA,Adenosine deaminase,19645,281,1.08 [0.81-1.44],0.6144412774243373
