Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,A1BG,Alpha-1B-glycoprotein,38409,136,1.45 [0.55-3.77],0.4508378278409967
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,AAMDC,Mth938 domain-containing protein,37339,132,0.89 [0.65-1.22],0.4594214146658862
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,AARSD1,Alanyl-tRNA editing protein Aarsd1,43947,148,0.84 [0.64-1.09],0.1822701380590756
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ABCA2,ATP-binding cassette sub-family A member 2,37082,130,0.80 [0.49-1.29],0.3571340744114569
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ABHD14B,Protein ABHD14B,43641,149,0.95 [0.74-1.22],0.6962377030261975
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ABL1,Tyrosine-protein kinase ABL1,43947,148,0.87 [0.69-1.09],0.2223318167074103
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ABO,Histo-blood group ABO system transferase,38390,137,1.03 [0.92-1.15],0.589598878760655
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ABRAXAS2,BRISC complex subunit Abraxas 2,37082,130,0.87 [0.67-1.13],0.2994959687374313
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",43073,149,0.86 [0.72-1.04],0.1182645216478352
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",37659,134,0.94 [0.74-1.21],0.6516424361798696
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",38366,136,0.89 [0.73-1.07],0.2135024531835672
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACAN,Aggrecan core protein,43721,150,0.81 [0.49-1.36],0.4314094804697149
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACE,Angiotensin-converting enzyme,38390,137,0.98 [0.53-1.82],0.9458826601349484
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACE2,Angiotensin-converting enzyme 2,43311,148,1.07 [0.81-1.40],0.6440329168011818
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACHE,Acetylcholinesterase,37520,133,0.52 [0.31-0.89],0.017486808500005
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACOT13,Acyl-coenzyme A thioesterase 13,38196,138,0.92 [0.79-1.06],0.2240730373793822
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,44135,151,0.76 [0.56-1.04],0.0846402124082731
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACP1,Low molecular weight phosphotyrosine protein phosphatase,37239,134,0.80 [0.54-1.17],0.250039525383288
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACP5,Tartrate-resistant acid phosphatase type 5,44328,153,0.89 [0.56-1.40],0.6127274949179092
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACP6,Lysophosphatidic acid phosphatase type 6,44446,151,0.95 [0.77-1.16],0.601266837015984
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACRBP,Acrosin-binding protein,38182,136,0.93 [0.61-1.44],0.7513414796897934
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACRV1,Acrosomal protein SP-10,37239,134,1.03 [0.75-1.41],0.8610625400548777
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACSL1,Long-chain-fatty-acid--CoA ligase 1,37082,130,0.96 [0.60-1.53],0.8575688241064053
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACTA2,"Actin, aortic smooth muscle",43311,148,1.10 [0.80-1.51],0.5489532987006058
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACTN2,Alpha-actinin-2,37082,130,1.18 [0.89-1.56],0.2578269712417211
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACTN4,Alpha-actinin-4,43299,150,0.99 [0.62-1.57],0.9575822311552163
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACVRL1,Serine/threonine-protein kinase receptor R3,43716,150,1.44 [0.81-2.56],0.2183293237599358
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACY1,Aminoacylase-1,44135,151,0.60 [0.47-0.77],4.7574636389833e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,37082,130,0.94 [0.69-1.28],0.6990672980242386
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ACYP1,Acylphosphatase-1,37371,132,0.83 [0.64-1.07],0.1474443221030192
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ADA,Adenosine deaminase,44609,153,0.79 [0.51-1.21],0.2742177193030067
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ADA2,Adenosine deaminase 2,43895,152,1.31 [0.94-1.82],0.1142590863181082
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,37239,134,1.30 [0.85-1.99],0.2236615128281827
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,43311,148,1.09 [0.68-1.76],0.7130028085007984
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,43789,150,1.06 [0.70-1.60],0.7888536675967992
