Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diseases of tongue,A1BG,Alpha-1B-glycoprotein,43138,190,0.83 [0.37-1.84],0.6404394673811081
Chapter XI Diseases of the digestive system,Diseases of tongue,AAMDC,Mth938 domain-containing protein,41933,186,1.06 [0.81-1.38],0.6746509536005316
Chapter XI Diseases of the digestive system,Diseases of tongue,AARSD1,Alanyl-tRNA editing protein Aarsd1,49317,219,0.84 [0.67-1.04],0.1141515024536607
Chapter XI Diseases of the digestive system,Diseases of tongue,ABCA2,ATP-binding cassette sub-family A member 2,41658,184,1.71 [1.24-2.35],0.0011518026079038
Chapter XI Diseases of the digestive system,Diseases of tongue,ABHD14B,Protein ABHD14B,49005,219,0.96 [0.78-1.19],0.711348459018069
Chapter XI Diseases of the digestive system,Diseases of tongue,ABL1,Tyrosine-protein kinase ABL1,49317,219,0.97 [0.81-1.16],0.7366536312251037
Chapter XI Diseases of the digestive system,Diseases of tongue,ABO,Histo-blood group ABO system transferase,43108,191,1.10 [1.00-1.21],0.0587108891393284
Chapter XI Diseases of the digestive system,Diseases of tongue,ABRAXAS2,BRISC complex subunit Abraxas 2,41658,184,1.02 [0.82-1.26],0.8722754199684353
Chapter XI Diseases of the digestive system,Diseases of tongue,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",48398,215,0.98 [0.85-1.14],0.8141524178520363
Chapter XI Diseases of the digestive system,Diseases of tongue,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",42277,188,1.06 [0.88-1.28],0.5401966939930145
Chapter XI Diseases of the digestive system,Diseases of tongue,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",43079,190,1.05 [0.90-1.22],0.5265243223943217
Chapter XI Diseases of the digestive system,Diseases of tongue,ACAN,Aggrecan core protein,49087,218,1.83 [1.19-2.80],0.0057381164364201
Chapter XI Diseases of the digestive system,Diseases of tongue,ACE,Angiotensin-converting enzyme,43108,191,1.05 [0.62-1.77],0.8520796341461492
Chapter XI Diseases of the digestive system,Diseases of tongue,ACE2,Angiotensin-converting enzyme 2,48649,216,1.25 [1.01-1.55],0.0382036226213745
Chapter XI Diseases of the digestive system,Diseases of tongue,ACHE,Acetylcholinesterase,42129,183,0.89 [0.58-1.37],0.5963774936941435
Chapter XI Diseases of the digestive system,Diseases of tongue,ACOT13,Acyl-coenzyme A thioesterase 13,42887,190,1.03 [0.91-1.16],0.6761969882551386
Chapter XI Diseases of the digestive system,Diseases of tongue,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,49552,218,1.23 [0.98-1.53],0.0700720732885682
Chapter XI Diseases of the digestive system,Diseases of tongue,ACP1,Low molecular weight phosphotyrosine protein phosphatase,41827,183,0.81 [0.58-1.13],0.2107478433335202
Chapter XI Diseases of the digestive system,Diseases of tongue,ACP5,Tartrate-resistant acid phosphatase type 5,49761,222,1.10 [0.77-1.57],0.6113695364547311
Chapter XI Diseases of the digestive system,Diseases of tongue,ACP6,Lysophosphatidic acid phosphatase type 6,49888,220,0.98 [0.82-1.17],0.8291534432902073
Chapter XI Diseases of the digestive system,Diseases of tongue,ACRBP,Acrosin-binding protein,42864,189,1.06 [0.74-1.50],0.7584981667397772
Chapter XI Diseases of the digestive system,Diseases of tongue,ACRV1,Acrosomal protein SP-10,41827,183,1.06 [0.89-1.27],0.4966183053534653
Chapter XI Diseases of the digestive system,Diseases of tongue,ACSL1,Long-chain-fatty-acid--CoA ligase 1,41658,184,1.19 [0.85-1.67],0.3022928093756349
Chapter XI Diseases of the digestive system,Diseases of tongue,ACTA2,"Actin, aortic smooth muscle",48649,216,1.19 [0.92-1.52],0.182388949849832
Chapter XI Diseases of the digestive system,Diseases of tongue,ACTN2,Alpha-actinin-2,41658,184,1.12 [0.90-1.40],0.3159707812469921
Chapter XI Diseases of the digestive system,Diseases of tongue,ACTN4,Alpha-actinin-4,48611,216,0.67 [0.43-1.05],0.0838932637303644
Chapter XI Diseases of the digestive system,Diseases of tongue,ACVRL1,Serine/threonine-protein kinase receptor R3,49079,219,2.94 [1.94-4.46],3.969884248492849e-07
Chapter XI Diseases of the digestive system,Diseases of tongue,ACY1,Aminoacylase-1,49552,218,1.09 [0.91-1.32],0.3480346399612554
Chapter XI Diseases of the digestive system,Diseases of tongue,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,41658,184,1.07 [0.83-1.38],0.5888747592707899
Chapter XI Diseases of the digestive system,Diseases of tongue,ACYP1,Acylphosphatase-1,41968,183,1.05 [0.85-1.31],0.631165605213809
Chapter XI Diseases of the digestive system,Diseases of tongue,ADA,Adenosine deaminase,50088,224,1.16 [0.84-1.59],0.3738644186930934
Chapter XI Diseases of the digestive system,Diseases of tongue,ADA2,Adenosine deaminase 2,49249,218,1.06 [0.80-1.41],0.6751800238486709
Chapter XI Diseases of the digestive system,Diseases of tongue,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,41827,183,1.50 [1.13-1.97],0.0043559600480851
Chapter XI Diseases of the digestive system,Diseases of tongue,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,48649,216,1.10 [0.74-1.62],0.6475807717240549
Chapter XI Diseases of the digestive system,Diseases of tongue,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,49162,219,1.12 [0.80-1.57],0.5092926779483162
Chapter XI Diseases of the digestive system,Diseases of tongue,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,50088,224,1.22 [0.86-1.73],0.2536693354838767
Chapter XI Diseases of the digestive system,Diseases of tongue,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,49900,222,1.19 [0.79-1.79],0.4159798594336926
Chapter XI Diseases of the digestive system,Diseases of tongue,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,42887,190,1.72 [1.13-2.63],0.0116735870199725
