Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,A1BG,Alpha-1B-glycoprotein,44233,314,0.83 [0.44-1.55],0.5549161895130236
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AAMDC,Mth938 domain-containing protein,42998,302,0.85 [0.69-1.06],0.1467593211350696
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AARSD1,Alanyl-tRNA editing protein Aarsd1,50587,402,0.97 [0.83-1.14],0.7378805592872253
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ABCA2,ATP-binding cassette sub-family A member 2,42721,303,1.30 [0.96-1.74],0.0856500807950937
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ABHD14B,Protein ABHD14B,50270,395,0.90 [0.77-1.05],0.1860752712359644
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ABL1,Tyrosine-protein kinase ABL1,50587,402,0.99 [0.87-1.13],0.8901639862567594
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ABO,Histo-blood group ABO system transferase,44207,313,1.03 [0.96-1.11],0.4035100623274025
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ABRAXAS2,BRISC complex subunit Abraxas 2,42721,303,1.04 [0.88-1.23],0.6367595407204176
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",49626,396,1.05 [0.94-1.17],0.4026951011492368
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",43360,312,0.99 [0.85-1.16],0.94688107965849
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",44166,313,0.95 [0.84-1.08],0.4423366104663837
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACAN,Aggrecan core protein,50340,401,1.25 [0.91-1.72],0.1735521403399151
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACE,Angiotensin-converting enzyme,44207,313,0.97 [0.65-1.44],0.8620757122548471
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACE2,Angiotensin-converting enzyme 2,49881,392,1.32 [1.14-1.54],0.0002869564915378
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACHE,Acetylcholinesterase,43201,309,1.08 [0.78-1.50],0.6432752708765526
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACOT13,Acyl-coenzyme A thioesterase 13,43977,308,1.04 [0.94-1.14],0.4405401990773684
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,50822,404,0.98 [0.82-1.17],0.8146237136735219
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACP1,Low molecular weight phosphotyrosine protein phosphatase,42885,305,0.62 [0.47-0.81],0.0004298521256513
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACP5,Tartrate-resistant acid phosphatase type 5,51041,403,1.50 [1.17-1.92],0.0013637655597455
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACP6,Lysophosphatidic acid phosphatase type 6,51178,407,1.09 [0.95-1.25],0.2239665575450843
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACRBP,Acrosin-binding protein,43963,313,1.14 [0.88-1.46],0.3197101950167818
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACRV1,Acrosomal protein SP-10,42885,305,0.95 [0.83-1.08],0.4549716462624569
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACSL1,Long-chain-fatty-acid--CoA ligase 1,42721,303,1.27 [0.99-1.63],0.0634120252484519
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACTA2,"Actin, aortic smooth muscle",49881,392,1.36 [1.15-1.61],0.0003403341843363
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACTN2,Alpha-actinin-2,42721,303,1.29 [1.09-1.52],0.0029729360038703
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACTN4,Alpha-actinin-4,49867,392,0.90 [0.67-1.20],0.4696030653834281
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACVRL1,Serine/threonine-protein kinase receptor R3,50344,396,1.78 [1.29-2.46],0.0004579808511313
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACY1,Aminoacylase-1,50822,404,1.10 [0.96-1.27],0.1726967888898719
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,42721,303,1.14 [0.94-1.38],0.1943051111244654
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACYP1,Acylphosphatase-1,43039,307,0.93 [0.78-1.10],0.3839178963873179
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADA,Adenosine deaminase,51382,404,0.98 [0.77-1.25],0.8716147839852895
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADA2,Adenosine deaminase 2,50528,399,1.71 [1.42-2.07],2.7106384592692443e-08
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,42885,305,1.21 [0.88-1.67],0.2425159284946097
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,49881,392,1.50 [1.12-1.99],0.0059881159977004
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,50428,396,1.10 [0.86-1.40],0.4666841327783397
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,51382,404,0.94 [0.74-1.20],0.6181628856077921
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,51186,405,1.36 [1.01-1.83],0.040253365705404
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,43977,308,1.67 [1.19-2.35],0.0030747272982617
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,42885,305,1.14 [0.81-1.61],0.436407184115242
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,51446,406,0.76 [0.53-1.09],0.1408351237386442
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,50587,402,1.09 [0.88-1.34],0.4339019424591751
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,49881,392,1.27 [1.01-1.61],0.0436063445635233
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,42885,305,1.26 [0.93-1.70],0.1312777596815597
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,50978,405,0.74 [0.61-0.89],0.0019337969662959
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAMTSL2,ADAMTS-like protein 2,44165,315,1.51 [1.12-2.04],0.0069875793313855
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAMTSL4,ADAMTS-like protein 4,42998,302,1.31 [0.82-2.09],0.2541123615618121
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAMTSL5,ADAMTS-like protein 5,44166,313,0.85 [0.64-1.11],0.232468657002846
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,49626,396,0.76 [0.55-1.05],0.0993414022927351
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADD1,Alpha-adducin,43201,309,0.83 [0.71-0.97],0.0208573195504462
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADGRB3,Adhesion G protein-coupled receptor B3,50344,396,1.05 [0.81-1.37],0.7117486925052041
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADGRD1,Adhesion G-protein coupled receptor D1,43201,309,1.03 [0.78-1.37],0.8243763591611613
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADGRE1,Adhesion G protein-coupled receptor E1,43977,308,1.22 [1.01-1.48],0.0441013535149953
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADGRE2,Adhesion G protein-coupled receptor E2,51039,399,1.75 [1.29-2.37],0.0002919525273175
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADGRE5,Adhesion G protein-coupled receptor E5,51196,404,1.51 [1.16-1.98],0.0024511252100101
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADGRF5,Adhesion G protein-coupled receptor F5,44166,313,1.01 [0.69-1.49],0.9505062671433449
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADGRG1,Adhesion G-protein coupled receptor G1,50587,402,1.23 [1.12-1.35],1.3100946572605302e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADGRG2,Adhesion G-protein coupled receptor G2,50822,404,0.69 [0.50-0.95],0.0216151355900389
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADGRV1,Adhesion G-protein coupled receptor V1,42739,300,1.07 [0.92-1.24],0.3903781029060004
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADH1B,All-trans-retinol dehydrogenase,43201,309,1.02 [0.88-1.18],0.7805530085168236
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,49881,392,1.01 [0.90-1.12],0.9174644508246348
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADIPOQ,Adiponectin,44233,314,1.15 [0.98-1.34],0.0891520723444976
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADM,Pro-adrenomedullin,51253,407,2.48 [1.77-3.48],1.1357972198793493e-07
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADRA2A,Alpha-2A adrenergic receptor,42721,303,0.86 [0.71-1.03],0.0960877249330337
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AFAP1,Actin filament-associated protein 1,43201,309,0.97 [0.84-1.10],0.6070793618614405
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AFM,Afamin,44233,314,0.56 [0.33-0.96],0.0350223979008736
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AFP,Alpha-fetoprotein,50263,395,0.97 [0.85-1.11],0.6555706560480009
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AGBL2,Cytosolic carboxypeptidase 2,42739,300,0.89 [0.80-1.00],0.046388189706601
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AGER,Advanced glycosylation end product-specific receptor,50706,395,0.84 [0.67-1.04],0.1018240156755943
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AGR2,Anterior gradient protein 2 homolog,49229,389,1.23 [1.13-1.35],1.494766221426716e-06
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AGR3,Anterior gradient protein 3,49541,396,0.92 [0.79-1.07],0.3015524734122745
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AGRN,Agrin,51039,399,1.61 [1.28-2.01],3.635556290390563e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AGRP,Agouti-related protein,51382,404,1.12 [0.95-1.33],0.1850532155405935
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AGT,Angiotensinogen,44207,313,0.79 [0.51-1.24],0.305156389500853
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AGXT,Serine--pyruvate aminotransferase,50822,404,1.09 [0.97-1.22],0.1544456785394105
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AHCY,Adenosylhomocysteinase,50822,404,1.03 [0.91-1.18],0.6124342904371824
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AHNAK,Neuroblast differentiation-associated protein AHNAK,42998,302,0.64 [0.44-0.93],0.0184208826425037
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AHNAK2,Protein AHNAK2,42998,302,0.91 [0.62-1.33],0.6292841904546279
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,43963,313,0.99 [0.84-1.17],0.9415490509672032
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AHSG,Alpha-2-HS-glycoprotein,44207,313,0.84 [0.57-1.25],0.398146993443471
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AHSP,Alpha-hemoglobin-stabilizing protein,50754,403,0.94 [0.85-1.04],0.2415677873957897
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AIDA,"Axin interactor, dorsalization-associated protein",42960,310,1.01 [0.88-1.15],0.9163758320583536
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AIF1,Allograft inflammatory factor 1,49626,396,0.99 [0.83-1.17],0.8884271322544923
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AIF1L,Allograft inflammatory factor 1-like,42998,302,0.93 [0.75-1.16],0.5282388733471048
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",50504,402,1.07 [0.99-1.17],0.0874617742696092
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AK1,Adenylate kinase isoenzyme 1,50822,404,0.88 [0.77-1.02],0.0832437820296106
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AK2,"Adenylate kinase 2, mitochondrial",44061,313,1.02 [0.92-1.13],0.6696132503518168
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AKAP12,A-kinase anchor protein 12,43201,309,0.55 [0.32-0.97],0.0390757303302703
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AKR1B1,Aldo-keto reductase family 1 member B1,49626,396,1.02 [0.90-1.15],0.7378084621301002
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AKR1B10,Aldo-keto reductase family 1 member B10,42960,310,1.35 [1.17-1.56],4.23910535814133e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AKR1C4,Aldo-keto reductase family 1 member C4,49881,392,1.02 [0.86-1.20],0.8355207784745421
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AKR7L,Aflatoxin B1 aldehyde reductase member 4,42885,305,1.06 [0.91-1.24],0.4321901447323856
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AKT1S1,Proline-rich AKT1 substrate 1,49632,392,1.01 [0.88-1.16],0.8792140825473309
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AKT2,RAC-beta serine/threonine-protein kinase,44088,313,1.00 [0.92-1.09],0.9447270197084976
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AKT3,RAC-gamma serine/threonine-protein kinase,49390,394,0.92 [0.79-1.08],0.3091309753690968
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ALCAM,CD166 antigen,51446,406,2.24 [1.45-3.47],0.0002748170275017
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ALDH1A1,Retinal dehydrogenase 1,50838,403,1.03 [0.88-1.21],0.7098700339566639
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ALDH2,"Aldehyde dehydrogenase, mitochondrial",43963,313,1.06 [0.87-1.28],0.5764770908602832
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",50669,399,1.01 [0.89-1.15],0.8812615932201189
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",44088,313,1.04 [0.83-1.31],0.7306800753669339
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ALMS1,Alstrom syndrome protein 1,43360,312,0.91 [0.70-1.17],0.4680273405111776
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ALPI,Intestinal-type alkaline phosphatase,42885,305,1.01 [0.92-1.10],0.8957796647571247
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ALPP,"Alkaline phosphatase, placental type",50587,402,0.98 [0.90-1.06],0.558881985114519
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AMBN,Ameloblastin,49867,392,0.83 [0.58-1.18],0.2885803973518209
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AMBP,Protein AMBP,51179,406,1.87 [1.23-2.85],0.0035689872641161
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AMDHD2,N-acetylglucosamine-6-phosphate deacetylase,44165,315,1.29 [0.85-1.95],0.2374605356937987
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AMFR,E3 ubiquitin-protein ligase AMFR,49632,392,1.08 [0.94-1.24],0.25102791935851
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AMIGO1,Amphoterin-induced protein 1,42960,310,1.00 [0.80-1.24],0.9833682491938992
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AMIGO2,Amphoterin-induced protein 2,50587,402,1.37 [0.94-2.00],0.1063173348163802
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AMN,Protein amnionless,49867,392,0.93 [0.77-1.13],0.484282734789458
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AMOT,Angiomotin,43201,309,0.93 [0.70-1.24],0.6070989421747667
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AMOTL2,Angiomotin-like protein 2,43796,312,0.96 [0.76-1.21],0.7405011507014675
