Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
TBC1D23,TBC1 domain family member 23,Chapter II Neoplasms,Carcinoma in situ of breast,22413,140,0.76 [0.64-0.90],0.0015917705975423
TBC1D23,TBC1 domain family member 23,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,26635,3006,1.07 [1.03-1.11],0.0003005513492668
TBC1D23,TBC1 domain family member 23,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,27251,1283,1.15 [1.09-1.21],3.754268669991987e-07
TBC1D23,TBC1 domain family member 23,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",27411,202,0.79 [0.69-0.92],0.0014972292674262
TBC1D23,TBC1 domain family member 23,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,25185,3180,1.07 [1.03-1.10],0.0002507435593715
TBC1D23,TBC1 domain family member 23,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,26763,2352,1.06 [1.01-1.10],0.0076614900043496
TBC1D23,TBC1 domain family member 23,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,26751,4746,1.06 [1.03-1.09],0.0001180222155705
TBC1D23,TBC1 domain family member 23,"Chapter IV Endocrine, nutritional and metabolic diseases","Postprocedural endocrine and metabolic disorders, not elsewhere classified",22276,271,1.21 [1.08-1.37],0.0011795463153716
TBC1D23,TBC1 domain family member 23,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,27175,1510,1.08 [1.03-1.14],0.0026091480054599
TBC1D23,TBC1 domain family member 23,Chapter IX Diseases of the circulatory system,Cerebral atherosclerosis,27663,33,2.16 [1.58-2.97],1.6655894757976694e-06
TBC1D23,TBC1 domain family member 23,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,24858,7323,1.03 [1.01-1.06],0.005847744190412
TBC1D23,TBC1 domain family member 23,Chapter IX Diseases of the circulatory system,Hypertension,25489,6194,1.04 [1.01-1.06],0.0062687740368366
TBC1D23,TBC1 domain family member 23,Chapter IX Diseases of the circulatory system,"Hypertension, essential",25501,6206,1.03 [1.01-1.06],0.0073476171944317
TBC1D23,TBC1 domain family member 23,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,19399,104,1.35 [1.12-1.64],0.0018133015856483
TBC1D23,TBC1 domain family member 23,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",26939,1706,1.08 [1.03-1.13],0.0019432974529646
TBC1D23,TBC1 domain family member 23,Chapter X Diseases of the respiratory system,Allergic rhinitis,27510,289,1.16 [1.04-1.30],0.0084854429376795
TBC1D23,TBC1 domain family member 23,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,25552,5202,1.04 [1.02-1.07],0.0014921334327583
TBC1D23,TBC1 domain family member 23,Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,27104,792,1.12 [1.04-1.20],0.0016130541616288
TBC1D23,TBC1 domain family member 23,Chapter X Diseases of the respiratory system,Vasomotor and allergic rhinitis,26601,289,1.17 [1.04-1.30],0.0077324008095497
TBC1D23,TBC1 domain family member 23,Chapter XI Diseases of the digestive system,Acute pancreatitis,25349,160,1.27 [1.09-1.47],0.0020580831181276
TBC1D23,TBC1 domain family member 23,Chapter XI Diseases of the digestive system,Chronic gastritis,21025,342,1.15 [1.04-1.27],0.0084853593577356
TBC1D23,TBC1 domain family member 23,Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified psoriasis,27433,171,0.79 [0.68-0.92],0.0028769867506249
TBC1D23,TBC1 domain family member 23,Chapter XIV Diseases of the genitourinary system,Irregular menses,27191,131,0.79 [0.66-0.94],0.0076906904314347
