Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
CCDC28A,Coiled-coil domain-containing protein 28A,Chapter IX Diseases of the circulatory system,"Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere",22909,458,0.62 [0.46-0.84],0.0023980096227645
CCDC28A,Coiled-coil domain-containing protein 28A,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other and unspecified disorders of vitreous body,23401,116,0.43 [0.23-0.78],0.0052378825361201
CCDC28A,Coiled-coil domain-containing protein 28A,Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",23166,1175,0.77 [0.63-0.93],0.006529868835211
CCDC28A,Coiled-coil domain-containing protein 28A,Chapter XI Diseases of the digestive system,Ulcerative colitis,21982,147,0.45 [0.26-0.76],0.0030073208326308
CCDC28A,Coiled-coil domain-containing protein 28A,Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",21959,124,0.46 [0.26-0.82],0.0081073831291188
CCDC28A,Coiled-coil domain-containing protein 28A,Chapter XII Diseases of the skin and subcutaneous tissue,Disorders of skin appendages,23165,402,1.55 [1.12-2.13],0.0073132434117385
CCDC28A,Coiled-coil domain-containing protein 28A,Chapter XII Diseases of the skin and subcutaneous tissue,Follicular cysts of skin and subcutaneous tissue,23036,273,1.73 [1.18-2.52],0.0047595854167555
CCDC28A,Coiled-coil domain-containing protein 28A,Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,21654,56,0.33 [0.14-0.76],0.0096026297743369
CCDC28A,Coiled-coil domain-containing protein 28A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other systemic involvement of connective tissue,23042,446,0.61 [0.45-0.83],0.0018948154666535
CCDC28A,Coiled-coil domain-containing protein 28A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Polyarthritis, unspecified",15958,72,2.94 [1.37-6.31],0.0055908407741484
CCDC28A,Coiled-coil domain-containing protein 28A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sicca syndrome [Sjgren],22745,149,0.40 [0.24-0.68],0.0006668852361711
