Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
STEAP4,Metalloreductase STEAP4,"Chapter IV Endocrine, nutritional and metabolic diseases","Disorder of thyroid, unspecified",20852,101,0.61 [0.43-0.88],0.0081589068041904
STEAP4,Metalloreductase STEAP4,"Chapter IV Endocrine, nutritional and metabolic diseases",Nontoxic multinodular goitre,20813,62,0.52 [0.32-0.86],0.0099468903063781
STEAP4,Metalloreductase STEAP4,Chapter IX Diseases of the circulatory system,Right bundle-branch block,20543,177,0.71 [0.55-0.92],0.0085988146141025
STEAP4,Metalloreductase STEAP4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Retinal vascular occlusion,22450,59,1.35 [1.08-1.69],0.0094765218356058
STEAP4,Metalloreductase STEAP4,Chapter X Diseases of the respiratory system,"Chronic rhinitis, nasopharyngitis and pharyngitis",22347,57,1.48 [1.21-1.82],0.0001552161448367
STEAP4,Metalloreductase STEAP4,Chapter X Diseases of the respiratory system,Pleural effusion,22498,708,0.86 [0.78-0.97],0.0094361677620872
STEAP4,Metalloreductase STEAP4,Chapter X Diseases of the respiratory system,Pulmonary oedema,23131,53,0.49 [0.28-0.84],0.0099661153030664
STEAP4,Metalloreductase STEAP4,Chapter X Diseases of the respiratory system,Respiratory insufficiency,16592,41,0.43 [0.23-0.80],0.0075862382846995
STEAP4,Metalloreductase STEAP4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,21287,5459,0.95 [0.92-0.98],0.0040730617817675
STEAP4,Metalloreductase STEAP4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",23262,509,0.81 [0.71-0.93],0.0027952271286555
STEAP4,Metalloreductase STEAP4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,23274,492,0.81 [0.70-0.93],0.0030839192687075
STEAP4,Metalloreductase STEAP4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,18082,2254,0.93 [0.87-0.98],0.0075563310348697
STEAP4,Metalloreductase STEAP4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,16341,513,0.80 [0.70-0.92],0.0011866392632869
STEAP4,Metalloreductase STEAP4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",23420,65,0.53 [0.33-0.85],0.0091187878574251
STEAP4,Metalloreductase STEAP4,Chapter XIV Diseases of the genitourinary system,Polyp of the female genital tract,18013,539,0.80 [0.70-0.91],0.0008335791839233
