Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
CETN2,Centrin-2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,26107,2923,1.09 [1.04-1.14],0.0006684913304494
CETN2,Centrin-2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,26705,1258,1.18 [1.10-1.27],4.92180499239816e-06
CETN2,Centrin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,24695,3106,1.14 [1.09-1.19],4.5817921765103816e-08
CETN2,Centrin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,26823,179,1.29 [1.08-1.56],0.0062095273534075
CETN2,Centrin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,26217,4628,1.10 [1.06-1.14],1.0747135947574004e-06
CETN2,Centrin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,26636,1458,1.12 [1.04-1.20],0.0013223341176156
CETN2,Centrin-2,Chapter IX Diseases of the circulatory system,Angina pectoris,25582,858,1.16 [1.06-1.26],0.0010646611061489
CETN2,Centrin-2,Chapter IX Diseases of the circulatory system,Cardiac arrest,16307,125,1.36 [1.10-1.69],0.004909494619219
CETN2,Centrin-2,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,26204,1492,1.10 [1.03-1.17],0.0072704954289368
CETN2,Centrin-2,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,24375,7164,1.05 [1.02-1.08],0.0026685304540825
CETN2,Centrin-2,Chapter IX Diseases of the circulatory system,Hypertension,24983,6045,1.05 [1.02-1.09],0.0029299172319003
CETN2,Centrin-2,Chapter IX Diseases of the circulatory system,"Hypertension, essential",24996,6058,1.05 [1.02-1.09],0.0030173166569436
CETN2,Centrin-2,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,19035,97,1.51 [1.20-1.91],0.0004944021159225
CETN2,Centrin-2,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",26394,1670,1.12 [1.05-1.19],0.0004688664215616
CETN2,Centrin-2,Chapter V Mental and behavioural disorders,Any mental disorder,26510,4250,1.06 [1.02-1.11],0.0022260459098357
CETN2,Centrin-2,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",24195,1935,1.08 [1.02-1.15],0.0077611385920079
CETN2,Centrin-2,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,25053,5122,1.07 [1.04-1.11],9.920505209051626e-05
CETN2,Centrin-2,Chapter X Diseases of the respiratory system,Emphysema,23304,271,1.29 [1.11-1.50],0.0008450732508951
CETN2,Centrin-2,Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,26561,782,1.13 [1.03-1.24],0.0083285851533769
CETN2,Centrin-2,Chapter XI Diseases of the digestive system,Impacted teeth,27020,57,1.50 [1.11-2.04],0.0085033843001284
CETN2,Centrin-2,Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,27093,344,1.22 [1.07-1.40],0.0035169971389307
CETN2,Centrin-2,Chapter XI Diseases of the digestive system,Oesophageal obstruction,20417,160,1.30 [1.07-1.58],0.0078888011245346
CETN2,Centrin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,18542,219,1.25 [1.06-1.48],0.0080963958178886
CETN2,Centrin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,23427,329,1.22 [1.06-1.40],0.0058998447587422
CETN2,Centrin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other systemic involvement of connective tissue,26572,495,1.17 [1.04-1.31],0.0070073739228374
CETN2,Centrin-2,Chapter XIV Diseases of the genitourinary system,Acute renal failure,26045,1237,1.12 [1.04-1.21],0.0024955005573742
CETN2,Centrin-2,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,26915,2437,1.08 [1.02-1.13],0.0075422156453845
