Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",23324,173,1.50 [1.15-1.96],0.0025787623535185
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",23098,1131,1.25 [1.09-1.42],0.0010089128460814
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,Candidiasis,23348,407,1.32 [1.08-1.62],0.007075354030707
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,22621,2949,1.22 [1.12-1.32],2.971251940273689e-06
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),22836,2413,1.27 [1.16-1.38],2.170287335677013e-07
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,23114,1143,1.36 [1.21-1.53],2.413215137759052e-07
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,23256,76,1.74 [1.28-2.35],0.0003698086136356
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,21808,671,1.40 [1.20-1.62],1.4277285115582305e-05
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,21078,775,1.49 [1.31-1.69],6.520367232179325e-10
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,16352,1382,1.34 [1.19-1.50],9.97717547050584e-07
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,20938,315,1.66 [1.39-1.99],2.2113741153050988e-08
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,23296,1325,1.37 [1.23-1.52],1.7020506906274358e-08
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,22766,799,1.33 [1.15-1.54],0.0001169663351988
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,23353,738,1.36 [1.17-1.58],5.908173761016724e-05
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,22144,173,1.53 [1.17-2.00],0.0017025201083797
KIF1C,Kinesin-like protein KIF1C,Chapter I Certain infectious and parasitic diseases,Other septicaemia,23267,652,1.39 [1.19-1.62],2.941333806215673e-05
KIF1C,Kinesin-like protein KIF1C,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,22589,2521,1.29 [1.18-1.40],5.31524809061365e-09
KIF1C,Kinesin-like protein KIF1C,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,23115,43,2.05 [1.50-2.79],5.327389022493608e-06
KIF1C,Kinesin-like protein KIF1C,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,22956,1281,1.37 [1.23-1.53],2.6322114314721146e-08
KIF1C,Kinesin-like protein KIF1C,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,22956,1281,1.37 [1.23-1.53],2.6322114314721146e-08
KIF1C,Kinesin-like protein KIF1C,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified aplastic anaemias,21741,66,1.76 [1.24-2.50],0.001545496762172
KIF1C,Kinesin-like protein KIF1C,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,23107,1048,1.29 [1.13-1.47],0.0001500484960709
KIF1C,Kinesin-like protein KIF1C,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,23270,198,1.67 [1.36-2.05],8.436275664351934e-07
KIF1C,Kinesin-like protein KIF1C,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",23240,168,1.65 [1.31-2.07],1.7638223230095378e-05
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,18899,203,1.49 [1.14-1.95],0.0038691348537001
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of calcium metabolism,18940,244,1.52 [1.20-1.94],0.0005923768894753
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,21378,2682,1.18 [1.07-1.30],0.0005404812629625
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of mineral metabolism,19165,469,1.42 [1.18-1.71],0.0001866341773383
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,23375,306,1.41 [1.14-1.75],0.0017670155587014
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,23212,143,1.60 [1.22-2.09],0.000582714614152
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,22710,1957,1.17 [1.06-1.30],0.0029747044304824
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Fluid overload,18867,171,1.79 [1.41-2.26],1.3178273628335237e-06
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,18864,168,1.83 [1.43-2.34],1.3877447843119295e-06
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",19153,457,1.41 [1.17-1.71],0.0004052502022501
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperparathyroidism,23206,137,1.53 [1.14-2.04],0.0045441528455713
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Hypo-osmolality and hyponatraemia,19220,524,1.38 [1.15-1.65],0.0005737388071343
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Hypokalaemia,19169,473,1.32 [1.09-1.60],0.0041508773302179
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,22707,4011,1.24 [1.15-1.33],5.4918396269966116e-09
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",19971,1275,1.39 [1.24-1.55],1.649281556497592e-08
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Other disorders of glucose regulation and pancreatic internal secretion,23448,152,1.67 [1.29-2.15],0.0001053946809767
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,21807,24,2.01 [1.25-3.24],0.0041948042901314
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,23053,1270,1.27 [1.12-1.44],0.0002046972264529
KIF1C,Kinesin-like protein KIF1C,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,19302,606,1.48 [1.26-1.73],1.483367946835042e-06
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Angina pectoris,22158,729,1.25 [1.06-1.47],0.0091970127469779
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,15241,1238,1.27 [1.12-1.44],0.0002622562813258
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,AV-block,20580,205,1.47 [1.13-1.91],0.0044577625600466
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Cardiac arrest,14109,106,1.58 [1.13-2.22],0.0079058994780492
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Conduction disorders,20994,619,1.34 [1.13-1.58],0.0006968070257342
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,22681,1261,1.23 [1.08-1.40],0.0013763185900755
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,"Heart failure, strict",23375,706,1.51 [1.32-1.74],5.301276350873624e-09
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",16562,148,1.79 [1.46-2.19],1.570559588452763e-08
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,16479,65,2.43 [1.86-3.18],8.895397872488741e-11
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Hypotension,23342,907,1.28 [1.11-1.47],0.000642295477179
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",22855,1426,1.23 [1.09-1.38],0.0008557260893649
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Left bundle-branch block,20637,262,1.41 [1.11-1.79],0.0054299130642573
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",21846,417,1.34 [1.09-1.63],0.0043547932662375
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,22701,173,1.50 [1.16-1.94],0.0019388014083193
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,21040,665,1.40 [1.20-1.64],2.505747175047847e-05
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,22968,440,1.38 [1.15-1.66],0.0005589289530439
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Other pulmonary heart/vessel disease,22957,278,1.81 [1.52-2.15],1.3765049927595852e-11
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Peripheral artery disease,22761,243,1.48 [1.18-1.85],0.0007162834316089
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Pulmonary embolism,23056,377,1.43 [1.17-1.75],0.0005274349556465
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,23387,491,1.50 [1.28-1.75],5.902592964286064e-07
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Secondary right heart disease,22951,272,1.83 [1.54-2.17],5.350928222533937e-12
KIF1C,Kinesin-like protein KIF1C,Chapter IX Diseases of the circulatory system,Venous thromboembolism,23273,599,1.27 [1.06-1.52],0.0095231820062448
KIF1C,Kinesin-like protein KIF1C,Chapter VI Diseases of the nervous system,"AlzheimerÕs disease (Atypical or mixed), excluding more controls",16087,51,1.55 [1.11-2.16],0.0098136863549769
KIF1C,Kinesin-like protein KIF1C,Chapter VI Diseases of the nervous system,Extrapyramidal and movement disorders,23412,300,1.58 [1.31-1.90],1.6175540790553832e-06
KIF1C,Kinesin-like protein KIF1C,Chapter VI Diseases of the nervous system,Falls/tendency to fall,22923,2449,1.17 [1.06-1.29],0.0013511286214634
KIF1C,Kinesin-like protein KIF1C,Chapter VI Diseases of the nervous system,Migraine,22409,433,1.30 [1.07-1.59],0.0090735935904621
KIF1C,Kinesin-like protein KIF1C,Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,23132,122,1.50 [1.11-2.02],0.0078198521752737
KIF1C,Kinesin-like protein KIF1C,Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",23408,196,1.43 [1.10-1.87],0.0080792152154549
KIF1C,Kinesin-like protein KIF1C,Chapter VI Diseases of the nervous system,Other extrapyramidal and movement disorders in other diseases,23251,139,1.82 [1.46-2.27],9.758511697825892e-08
KIF1C,Kinesin-like protein KIF1C,Chapter VI Diseases of the nervous system,Restless leg syndrome,23454,75,1.85 [1.39-2.47],2.870492819257541e-05
KIF1C,Kinesin-like protein KIF1C,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Background diabetic retinopathy,23331,141,1.54 [1.14-2.08],0.0046276647949472
KIF1C,Kinesin-like protein KIF1C,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Retinal detachment with retinal break,22491,80,1.66 [1.19-2.30],0.0025849142170239
KIF1C,Kinesin-like protein KIF1C,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Retinal vascular occlusion,22467,56,1.70 [1.14-2.53],0.0097458740207902
KIF1C,Kinesin-like protein KIF1C,Chapter VIII Diseases of the ear and mastoid process,Labyrinthitis,23200,62,1.66 [1.17-2.36],0.0045878396518284
KIF1C,Kinesin-like protein KIF1C,Chapter X Diseases of the respiratory system,All influenza,22017,108,1.63 [1.20-2.22],0.00199535318684
KIF1C,Kinesin-like protein KIF1C,Chapter X Diseases of the respiratory system,All influenza (not pneumonia),22016,107,1.63 [1.20-2.23],0.0020113295047285
KIF1C,Kinesin-like protein KIF1C,Chapter X Diseases of the respiratory system,Bronchiectasis,20256,345,1.60 [1.33-1.92],5.362298511961705e-07
KIF1C,Kinesin-like protein KIF1C,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,22470,2559,1.15 [1.05-1.27],0.0030921130998005
KIF1C,Kinesin-like protein KIF1C,Chapter X Diseases of the respiratory system,"COPD, hospital admissions 1, only main diagnosis",23306,886,1.24 [1.07-1.43],0.0042047434533719
KIF1C,Kinesin-like protein KIF1C,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,21658,4386,1.16 [1.08-1.25],4.703336422517444e-05
KIF1C,Kinesin-like protein KIF1C,Chapter X Diseases of the respiratory system,Early onset COPD,22692,272,1.61 [1.33-1.96],1.5710139747495362e-06
