Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",27206,126,2.65 [2.04-3.45],2.7958455497030657e-13
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",27973,210,1.91 [1.39-2.61],5.227912539626853e-05
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",27689,1379,1.82 [1.61-2.07],6.07678635145203e-21
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Candidiasis,27999,486,2.13 [1.77-2.56],1.060565085404948e-15
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,27131,3597,1.65 [1.51-1.79],7.684285847566193e-31
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),27358,2953,1.93 [1.78-2.09],1.4264166178338148e-57
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,27704,1408,1.71 [1.50-1.95],6.884222880912118e-16
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,27890,93,2.04 [1.30-3.20],0.0020279367203495
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,26090,840,2.26 [1.98-2.58],6.6898918687913256e-34
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,25229,981,2.38 [2.12-2.66],1.7970660937206517e-51
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Implicit fungal Sepsis,25255,269,2.73 [2.26-3.29],1.3445192354805238e-25
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,19643,1721,2.16 [1.91-2.44],3.654813931411682e-35
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,25017,384,2.54 [2.16-2.98],2.961667443913296e-29
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,27937,1641,1.69 [1.50-1.91],2.055327514287884e-17
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Mycoses,28065,552,2.05 [1.72-2.45],2.830234911624951e-15
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,27291,981,2.01 [1.75-2.30],9.694014701904892e-24
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,28009,929,2.19 [1.93-2.50],1.7309953401766998e-32
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,26506,210,1.95 [1.44-2.65],1.934356938498177e-05
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Other infectious diseases,28129,47,2.98 [1.92-4.62],1.0184031831179545e-06
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Other septicaemia,27892,812,2.18 [1.90-2.51],5.493970919078374e-28
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Other viral diseases,28029,199,1.73 [1.23-2.44],0.0015683673401755
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,26661,351,2.07 [1.67-2.57],3.7708985356596276e-11
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Viral agents as the cause of diseases classified to other chapters,26583,273,1.71 [1.27-2.31],0.0004190505729938
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter I Certain infectious and parasitic diseases,Viral and other specified intestinal infections,26428,132,2.23 [1.63-3.06],5.993462288937094e-07
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",27835,1257,1.33 [1.14-1.56],0.0003059344809881
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter II Neoplasms,Benign neoplasm: Sigmoid colon,28019,512,1.38 [1.08-1.75],0.0091072827324052
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter II Neoplasms,Benign neoplasm: Transverse colon,28108,307,1.61 [1.21-2.15],0.0011509593192776
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter II Neoplasms,Lung cancer and mesothelioma,20170,322,2.28 [1.64-3.15],7.486177430075411e-07
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter II Neoplasms,"Malignant neoplasm of bladder, excluding all cancers (controls excluding all cancers)",22941,117,2.11 [1.32-3.36],0.0018461981131132
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter II Neoplasms,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder, excluding all cancers (controls excluding all cancers)",22897,73,3.54 [2.33-5.38],3.152230161003394e-09
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter II Neoplasms,"Malignant neoplasm of kidney, except renal pelvis, excluding all cancers (controls excluding all cancers)",22896,72,2.57 [1.52-4.33],0.0004191304453927
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter II Neoplasms,"Non-small cell lung cancer, excluding all cancers (controls excluding all cancers)",23058,234,1.62 [1.13-2.33],0.0089818632736358
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,27813,384,1.89 [1.50-2.37],7.117759284022454e-08
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,26045,107,4.29 [3.44-5.34],7.081558739750984e-39
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of spleen,27499,70,3.00 [2.13-4.22],3.0771904665806967e-10
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,27083,3057,1.77 [1.61-1.94],5.671743467784582e-32
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,27710,47,3.04 [2.09-4.40],4.4167537521261876e-09
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,27522,1584,2.04 [1.81-2.30],3.0916151189994073e-31
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,27522,1584,2.04 [1.81-2.30],3.0916151189994073e-31
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified aplastic anaemias,26009,71,4.15 [2.85-6.04],1.1901534775688441e-13
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,27708,1306,1.62 [1.41-1.86],7.645007788593105e-12
IGFBP7,Insulin-like growth factor-binding protein 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,27787,124,2.26 [1.57-3.24],1.0816439045409404e-05
