Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
PMS1,PMS1 protein homolog 1,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,11352,857,1.20 [1.05-1.36],0.0054051784518302
PMS1,PMS1 protein homolog 1,Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",6413,172,1.39 [1.10-1.75],0.0055539330809282
PMS1,PMS1 protein homolog 1,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,14523,1826,1.13 [1.04-1.24],0.0060120968219655
PMS1,PMS1 protein homolog 1,Chapter XI Diseases of the digestive system,Other diseases of liver,18803,52,1.68 [1.17-2.43],0.005464100516043
PMS1,PMS1 protein homolog 1,Chapter XI Diseases of the digestive system,"Postprocedural disorders of digestive system, not elsewhere classified",18117,42,1.86 [1.31-2.63],0.0005166187170736
PMS1,PMS1 protein homolog 1,Chapter XII Diseases of the skin and subcutaneous tissue,Radiation-related disorders of the skin and subcutaneous tissue,19243,63,1.63 [1.18-2.25],0.0027489227452123
PMS1,PMS1 protein homolog 1,Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,19242,62,1.63 [1.18-2.25],0.003061899979795
PMS1,PMS1 protein homolog 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,12853,3724,1.14 [1.06-1.23],0.000614525406996
PMS1,PMS1 protein homolog 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,14207,2308,1.16 [1.06-1.26],0.0006943339749337
PMS1,PMS1 protein homolog 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,17421,1105,1.20 [1.07-1.33],0.001415484903361
PMS1,PMS1 protein homolog 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,12372,473,1.26 [1.07-1.48],0.0052173851479776
PMS1,PMS1 protein homolog 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Fibroblastic disorders,16458,142,1.41 [1.09-1.82],0.0093880558722617
