Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,19529,49,0.72 [0.59-0.88],0.0011781616104159
UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,12339,3817,0.94 [0.91-0.97],3.114829197746684e-05
UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",17577,1507,0.93 [0.89-0.96],8.758574979447962e-05
UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,Chapter IX Diseases of the circulatory system,Angina pectoris,16959,889,0.93 [0.89-0.98],0.0030603081226328
UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,17257,1209,0.93 [0.89-0.96],0.0002657655504833
UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,Chapter IX Diseases of the circulatory system,Secondary right heart disease,19051,110,0.80 [0.71-0.92],0.0012565554598475
UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,Chapter IX Diseases of the circulatory system,Other pulmonary heart/vessel disease,19052,111,0.81 [0.71-0.92],0.0014115086315886
UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",10579,106,0.82 [0.72-0.94],0.0042207826151868
UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,Chapter IX Diseases of the circulatory system,Conduction disorders,14932,141,0.84 [0.75-0.95],0.0037378299667165
UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,7939,115,0.79 [0.69-0.90],0.0003880957762151
UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,8407,583,0.84 [0.79-0.89],1.0353266901640757e-08
UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,14899,108,0.72 [0.63-0.82],8.910222727382603e-07
UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,Chapter XIV Diseases of the genitourinary system,Uterine polyps,8189,128,0.84 [0.75-0.95],0.0062789604812947
