Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",6400,169,1.37 [1.11-1.67],0.0027348756358043
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter VI Diseases of the nervous system,Neurological diseases,16052,1229,0.85 [0.75-0.96],0.008111181284272
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,18899,75,1.42 [1.09-1.85],0.0092792358744756
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XI Diseases of the digestive system,Functional dyspepsia,13946,395,0.71 [0.56-0.90],0.0045073918305684
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XI Diseases of the digestive system,Other diseases of anus and rectum,13226,799,1.17 [1.05-1.31],0.0064600269702076
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XI Diseases of the digestive system,Other diseases of biliary tract,17704,41,1.60 [1.18-2.17],0.0023009012214568
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XI Diseases of the digestive system,Intestinal malabsorption,18016,57,1.64 [1.29-2.07],3.8679558542484765e-05
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XI Diseases of the digestive system,Coeliac disease,18008,49,1.63 [1.25-2.12],0.0002637121998998
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,17787,529,0.76 [0.62-0.92],0.0053102180879085
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified disorders of  bone/cartilage,17346,36,1.52 [1.11-2.08],0.008632841620952
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XIV Diseases of the genitourinary system,Urethral stricture,16214,108,1.34 [1.08-1.68],0.00857879527205
