Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,A1BG,Alpha-1B-glycoprotein,13000,116,1.01 [0.37-2.75],0.9767631125526935
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,AAMDC,Mth938 domain-containing protein,12618,114,0.98 [0.70-1.37],0.8963893532292636
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,AARSD1,Alanyl-tRNA editing protein Aarsd1,14847,140,1.05 [0.81-1.36],0.7270208222330878
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ABCA2,ATP-binding cassette sub-family A member 2,12561,115,0.85 [0.52-1.39],0.5086927729498261
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ABHD14B,Protein ABHD14B,14747,138,1.01 [0.78-1.30],0.969461358826899
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ABL1,Tyrosine-protein kinase ABL1,14847,140,0.97 [0.78-1.21],0.7829382524799283
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ABO,Histo-blood group ABO system transferase,12986,113,0.91 [0.81-1.04],0.1692977127815117
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ABRAXAS2,BRISC complex subunit Abraxas 2,12561,115,1.00 [0.76-1.32],0.9977398382143858
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",14553,135,1.00 [0.82-1.22],0.9772531673046198
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",12705,113,1.03 [0.80-1.31],0.8413480915057653
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",12976,117,0.98 [0.80-1.21],0.862569790830042
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACAN,Aggrecan core protein,14785,136,1.11 [0.64-1.92],0.717229366938731
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACE,Angiotensin-converting enzyme,12986,113,0.61 [0.30-1.22],0.1615640695378637
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACE2,Angiotensin-converting enzyme 2,14660,135,0.79 [0.54-1.17],0.2448500311776579
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACHE,Acetylcholinesterase,12686,112,0.78 [0.43-1.42],0.4194598413461261
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACOT13,Acyl-coenzyme A thioesterase 13,12915,116,1.09 [0.93-1.28],0.2685785933679678
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,14912,138,1.16 [0.85-1.58],0.3467264654744791
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACP1,Low molecular weight phosphotyrosine protein phosphatase,12613,112,0.90 [0.59-1.36],0.6123140065965494
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACP5,Tartrate-resistant acid phosphatase type 5,14965,138,0.50 [0.31-0.79],0.0029724002788634
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACP6,Lysophosphatidic acid phosphatase type 6,15021,139,1.03 [0.81-1.30],0.803518654512401
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACRBP,Acrosin-binding protein,12897,115,0.89 [0.54-1.47],0.6495581254189865
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACRV1,Acrosomal protein SP-10,12613,112,1.05 [0.62-1.78],0.8627013727470363
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACSL1,Long-chain-fatty-acid--CoA ligase 1,12561,115,0.98 [0.60-1.58],0.9208165365836244
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACTA2,"Actin, aortic smooth muscle",14660,135,0.86 [0.58-1.25],0.4195748810650356
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACTN2,Alpha-actinin-2,12561,115,1.13 [0.86-1.49],0.386466198245637
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACTN4,Alpha-actinin-4,14619,137,0.78 [0.45-1.35],0.3710830472050058
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACVRL1,Serine/threonine-protein kinase receptor R3,14778,137,1.14 [0.59-2.22],0.6981551294205683
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACY1,Aminoacylase-1,14912,138,0.80 [0.62-1.05],0.1086553158748959
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,12561,115,0.94 [0.69-1.29],0.7106660004354124
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ACYP1,Acylphosphatase-1,12633,112,0.99 [0.75-1.30],0.928406147176708
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADA,Adenosine deaminase,15080,140,0.80 [0.53-1.23],0.312790537934734
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADA2,Adenosine deaminase 2,14807,135,1.26 [0.86-1.83],0.236921518686155
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,12613,112,1.04 [0.68-1.61],0.8442681799474296
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,14660,135,0.93 [0.55-1.56],0.7729732132355218
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,14803,138,0.93 [0.59-1.45],0.74633613336808
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,15080,140,0.88 [0.57-1.36],0.5619687570650996
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,15025,139,0.69 [0.40-1.21],0.1947558315203378
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,12915,116,1.61 [0.89-2.94],0.1184080826896563
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,12613,112,0.39 [0.20-0.73],0.0037295127810677
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,15098,140,0.61 [0.32-1.17],0.1361404036877939
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,14847,140,0.62 [0.50-0.77],1.871192649582301e-05
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,14660,135,0.57 [0.32-1.02],0.0600431031679549
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,12613,112,0.56 [0.32-0.96],0.0351250955681559
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,14949,139,0.70 [0.51-0.98],0.0359030770340727
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAMTSL2,ADAMTS-like protein 2,12956,114,0.81 [0.43-1.52],0.5083950972936697
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAMTSL4,ADAMTS-like protein 4,12618,114,1.36 [0.63-2.92],0.4282337489208005
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADAMTSL5,ADAMTS-like protein 5,12976,117,1.17 [0.75-1.84],0.4815645968244481
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,14553,135,0.79 [0.47-1.33],0.3728586106331433
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADD1,Alpha-adducin,12686,112,0.94 [0.72-1.23],0.6424713218515614
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADGRB3,Adhesion G protein-coupled receptor B3,14778,137,0.81 [0.51-1.29],0.375596423334546
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADGRD1,Adhesion G-protein coupled receptor D1,12686,112,0.59 [0.35-0.99],0.0463499729843333
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADGRE1,Adhesion G protein-coupled receptor E1,12915,116,1.16 [0.84-1.61],0.3522824890465394
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADGRE2,Adhesion G protein-coupled receptor E2,14992,139,0.96 [0.56-1.66],0.8886152972355885
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADGRE5,Adhesion G protein-coupled receptor E5,15012,137,0.82 [0.48-1.41],0.4819623545957116
"Chapter XV Pregnancy, childbirth and the puerperium",False labour,ADGRF5,Adhesion G protein-coupled receptor F5,12976,117,0.71 [0.39-1.29],0.25686594661754
