Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,A1BG,Alpha-1B-glycoprotein,20439,157,1.59 [0.67-3.76],0.2921855677201684
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AAMDC,Mth938 domain-containing protein,19862,156,0.90 [0.67-1.21],0.4910437698140072
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AARSD1,Alanyl-tRNA editing protein Aarsd1,23397,163,1.00 [0.78-1.29],0.9687420740493244
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ABCA2,ATP-binding cassette sub-family A member 2,19755,154,0.84 [0.53-1.31],0.4310862908133606
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ABHD14B,Protein ABHD14B,23249,158,0.84 [0.65-1.07],0.1621793414359666
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ABL1,Tyrosine-protein kinase ABL1,23397,163,1.06 [0.87-1.29],0.543061447388099
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ABO,Histo-blood group ABO system transferase,20424,159,0.96 [0.86-1.06],0.4264420168759575
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ABRAXAS2,BRISC complex subunit Abraxas 2,19755,154,0.94 [0.74-1.19],0.613483663415759
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",22925,157,1.02 [0.86-1.21],0.806154533378678
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",20035,157,0.81 [0.62-1.06],0.126779075858297
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",20421,159,0.90 [0.76-1.07],0.2391950287261254
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACAN,Aggrecan core protein,23288,162,0.93 [0.58-1.50],0.7694296344379745
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACE,Angiotensin-converting enzyme,20424,159,0.79 [0.44-1.41],0.4171471912382845
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACE2,Angiotensin-converting enzyme 2,23082,155,1.03 [0.79-1.35],0.8322069626005899
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACHE,Acetylcholinesterase,19940,151,0.28 [0.17-0.46],2.978421370362091e-07
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACOT13,Acyl-coenzyme A thioesterase 13,20336,158,0.98 [0.86-1.12],0.8166292726583538
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,23494,163,1.08 [0.82-1.43],0.5742085714837566
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACP1,Low molecular weight phosphotyrosine protein phosphatase,19837,155,0.84 [0.59-1.20],0.3481501481571891
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACP5,Tartrate-resistant acid phosphatase type 5,23574,161,1.88 [1.29-2.75],0.000974381696664
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACP6,Lysophosphatidic acid phosphatase type 6,23686,164,0.94 [0.77-1.14],0.5212888227731998
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACRBP,Acrosin-binding protein,20320,159,1.03 [0.70-1.53],0.876128359717948
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACRV1,Acrosomal protein SP-10,19837,155,0.80 [0.68-0.95],0.0099059696627172
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACSL1,Long-chain-fatty-acid--CoA ligase 1,19755,154,0.85 [0.53-1.35],0.4826824853197219
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACTA2,"Actin, aortic smooth muscle",23082,155,0.86 [0.61-1.22],0.3935418737644525
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACTN2,Alpha-actinin-2,19755,154,0.81 [0.61-1.08],0.1520543782004007
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACTN4,Alpha-actinin-4,23062,162,0.83 [0.51-1.35],0.4645468528846294
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACVRL1,Serine/threonine-protein kinase receptor R3,23288,158,0.45 [0.24-0.83],0.0109922794730638
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACY1,Aminoacylase-1,23494,163,0.84 [0.68-1.05],0.1244289282595701
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,19755,154,0.80 [0.60-1.07],0.1270437472960599
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACYP1,Acylphosphatase-1,19862,149,0.82 [0.65-1.05],0.1177080597612418
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADA,Adenosine deaminase,23769,165,0.58 [0.39-0.88],0.010140246933406
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADA2,Adenosine deaminase 2,23322,159,1.76 [1.28-2.42],0.0005700050308374
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19837,155,1.23 [0.86-1.77],0.2529529542887774
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,23082,155,1.15 [0.73-1.83],0.5447183024483784
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,23334,158,0.89 [0.59-1.35],0.5872641676552262
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,23769,165,0.63 [0.45-0.87],0.0050968594173297
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,23698,164,0.79 [0.49-1.28],0.3350386475680454
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,20336,158,0.59 [0.35-0.99],0.045864703279729
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,19837,155,1.11 [0.70-1.77],0.6510608178926014
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,23779,163,1.18 [0.64-2.17],0.5987631705293848
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,23397,163,1.05 [0.76-1.45],0.7729094037115739
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,23082,155,1.44 [1.08-1.92],0.0120683037486182
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,19837,155,1.42 [0.98-2.06],0.0616973587303093
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,23562,164,0.63 [0.47-0.85],0.0022896025758465
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAMTSL2,ADAMTS-like protein 2,20405,158,1.45 [0.92-2.30],0.1115511008385373
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAMTSL4,ADAMTS-like protein 4,19862,156,2.29 [1.29-4.07],0.0045173875920374
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAMTSL5,ADAMTS-like protein 5,20421,159,0.57 [0.39-0.83],0.0037844464799467
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,22925,157,0.96 [0.63-1.47],0.8593340538580124
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADD1,Alpha-adducin,19940,151,0.84 [0.67-1.05],0.1233611811871205
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRB3,Adhesion G protein-coupled receptor B3,23288,158,0.80 [0.52-1.23],0.3118829571912583
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRD1,Adhesion G-protein coupled receptor D1,19940,151,0.71 [0.49-1.03],0.0746701452186682
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRE1,Adhesion G protein-coupled receptor E1,20336,158,1.26 [0.95-1.66],0.1077736410036425
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRE2,Adhesion G protein-coupled receptor E2,23594,162,0.46 [0.28-0.75],0.0021203169336361
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRE5,Adhesion G protein-coupled receptor E5,23652,161,0.47 [0.29-0.76],0.002398526267055
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRF5,Adhesion G protein-coupled receptor F5,20421,159,1.04 [0.62-1.74],0.8752468199240344
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRG1,Adhesion G-protein coupled receptor G1,23397,163,1.02 [0.79-1.32],0.8914803956138863
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRG2,Adhesion G-protein coupled receptor G2,23494,163,0.72 [0.44-1.19],0.2030004277992074
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRV1,Adhesion G-protein coupled receptor V1,19763,157,1.09 [0.89-1.34],0.4231616154103318
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADH1B,All-trans-retinol dehydrogenase,19940,151,1.07 [0.87-1.30],0.5177501858710696
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,23082,155,0.91 [0.77-1.07],0.2447988965763268
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADIPOQ,Adiponectin,20439,157,1.17 [0.95-1.43],0.1389324211532644
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADM,Pro-adrenomedullin,23717,165,1.66 [0.98-2.82],0.0613655038386436
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADRA2A,Alpha-2A adrenergic receptor,19755,154,0.94 [0.76-1.18],0.6098558927354202
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AFAP1,Actin filament-associated protein 1,19940,151,0.92 [0.76-1.10],0.3612960843118034
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AFM,Afamin,20439,157,0.53 [0.24-1.17],0.117811444248598
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AFP,Alpha-fetoprotein,23255,158,1.00 [0.81-1.23],0.9889548939794812
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AGBL2,Cytosolic carboxypeptidase 2,19763,157,0.96 [0.81-1.12],0.5820912441933578
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AGER,Advanced glycosylation end product-specific receptor,23429,161,1.21 [0.85-1.72],0.2833761679531761
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AGR2,Anterior gradient protein 2 homolog,22769,158,1.08 [0.93-1.24],0.304176061495074
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AGR3,Anterior gradient protein 3,22896,157,0.97 [0.76-1.24],0.8155593170475715
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AGRN,Agrin,23594,162,1.33 [0.88-2.02],0.1756128501111235
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AGRP,Agouti-related protein,23769,165,0.88 [0.69-1.12],0.2957938319111067
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AGT,Angiotensinogen,20424,159,1.07 [0.55-2.07],0.8376095049522765
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AGXT,Serine--pyruvate aminotransferase,23494,163,0.92 [0.77-1.10],0.3803905895395948
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AHCY,Adenosylhomocysteinase,23494,163,0.96 [0.78-1.17],0.6650574075958608
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AHNAK,Neuroblast differentiation-associated protein AHNAK,19862,156,0.41 [0.25-0.69],0.0008055106337974
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AHNAK2,Protein AHNAK2,19862,156,0.55 [0.31-0.97],0.038864200741294
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,20320,159,0.96 [0.76-1.21],0.7202082289334699
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AHSG,Alpha-2-HS-glycoprotein,20424,159,0.77 [0.44-1.34],0.3475526458337812
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AHSP,Alpha-hemoglobin-stabilizing protein,23459,161,0.96 [0.82-1.12],0.6077549016952588
