Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,A1BG,Alpha-1B-glycoprotein,23439,160,1.39 [0.60-3.22],0.4466666194829189
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AAMDC,Mth938 domain-containing protein,22750,154,1.11 [0.83-1.48],0.4827544050766558
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AARSD1,Alanyl-tRNA editing protein Aarsd1,26826,179,1.24 [0.99-1.56],0.062305284405403
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ABCA2,ATP-binding cassette sub-family A member 2,22658,156,1.12 [0.73-1.70],0.6038819343791026
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ABHD14B,Protein ABHD14B,26669,181,1.09 [0.87-1.37],0.4384111641956004
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ABL1,Tyrosine-protein kinase ABL1,26826,179,1.15 [0.96-1.38],0.136236301843123
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ABO,Histo-blood group ABO system transferase,23431,161,0.93 [0.84-1.03],0.1670479394865687
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ABRAXAS2,BRISC complex subunit Abraxas 2,22658,156,1.22 [0.98-1.52],0.0797180110520229
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",26296,176,1.16 [1.00-1.35],0.0530070056286699
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",22986,157,1.09 [0.89-1.33],0.4259177619719234
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",23406,159,1.18 [1.00-1.38],0.0474734553993946
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACAN,Aggrecan core protein,26702,183,1.07 [0.69-1.66],0.7590333408117232
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACE,Angiotensin-converting enzyme,23431,161,1.44 [0.80-2.59],0.2263504919608037
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACE2,Angiotensin-converting enzyme 2,26467,178,1.28 [1.03-1.59],0.0287653042875079
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACHE,Acetylcholinesterase,22884,155,1.52 [1.02-2.26],0.0386082862538767
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACOT13,Acyl-coenzyme A thioesterase 13,23325,158,1.07 [0.94-1.22],0.3107284772323687
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,26945,187,1.19 [0.93-1.52],0.1713407629729429
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACP1,Low molecular weight phosphotyrosine protein phosphatase,22728,157,0.84 [0.59-1.20],0.3439853629598064
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACP5,Tartrate-resistant acid phosphatase type 5,27044,186,1.48 [1.02-2.13],0.0365652264078546
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACP6,Lysophosphatidic acid phosphatase type 6,27148,183,1.31 [1.05-1.62],0.0156786857128346
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACRBP,Acrosin-binding protein,23303,155,1.39 [0.95-2.03],0.0871129514824718
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACRV1,Acrosomal protein SP-10,22728,157,1.17 [1.03-1.33],0.0153388373131104
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACSL1,Long-chain-fatty-acid--CoA ligase 1,22658,156,1.27 [0.88-1.84],0.192647049975032
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACTA2,"Actin, aortic smooth muscle",26467,178,1.26 [0.97-1.63],0.0816776020523624
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACTN2,Alpha-actinin-2,22658,156,1.11 [0.88-1.41],0.3819365964319361
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACTN4,Alpha-actinin-4,26443,181,1.41 [1.02-1.96],0.0389630948765785
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACVRL1,Serine/threonine-protein kinase receptor R3,26711,181,1.56 [0.94-2.59],0.0887221920929993
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACY1,Aminoacylase-1,26945,187,1.27 [1.07-1.52],0.0080244990231326
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,22658,156,1.18 [0.91-1.53],0.2141020381751557
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACYP1,Acylphosphatase-1,22797,155,1.26 [1.00-1.57],0.0472431994775787
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADA,Adenosine deaminase,27269,186,1.60 [1.16-2.20],0.004251549559524
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADA2,Adenosine deaminase 2,26758,185,1.58 [1.18-2.11],0.0023482457585209
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,22728,157,1.38 [1.02-1.85],0.0365620268552149
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,26467,178,0.92 [0.60-1.41],0.7037408162521408
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,26758,181,0.68 [0.47-0.98],0.0382024528026113
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,27269,186,0.91 [0.64-1.31],0.617711193791129
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,27158,186,1.26 [0.81-1.97],0.3105790337363042
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,23325,158,1.58 [0.99-2.52],0.0529276660377593
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,22728,157,1.35 [0.88-2.07],0.1652634223006808
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,27275,186,0.88 [0.51-1.52],0.6427524047184936
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,26826,179,0.95 [0.71-1.28],0.7503807739877487
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,26467,178,1.13 [0.78-1.63],0.5156803944250477
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,22728,157,1.10 [0.73-1.66],0.6345412273076603
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,27000,184,0.64 [0.49-0.85],0.0019451327310834
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAMTSL2,ADAMTS-like protein 2,23395,157,2.11 [1.42-3.13],0.0002143036493753
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAMTSL4,ADAMTS-like protein 4,22750,154,1.24 [0.67-2.29],0.4978137161328241
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAMTSL5,ADAMTS-like protein 5,23406,159,0.83 [0.57-1.22],0.341025264409672
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,26296,176,0.85 [0.54-1.34],0.492547840544202
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADD1,Alpha-adducin,22884,155,1.12 [0.90-1.40],0.3042270231271463
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADGRB3,Adhesion G protein-coupled receptor B3,26711,181,1.74 [1.19-2.56],0.0046261582646587
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADGRD1,Adhesion G-protein coupled receptor D1,22884,155,1.63 [1.18-2.25],0.0029171587899385
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADGRE1,Adhesion G protein-coupled receptor E1,23325,158,1.29 [0.99-1.69],0.0596453600739557
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADGRE2,Adhesion G protein-coupled receptor E2,27051,185,0.98 [0.62-1.54],0.9285710121789128
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADGRE5,Adhesion G protein-coupled receptor E5,27127,186,0.80 [0.52-1.24],0.3165655213626913
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADGRF5,Adhesion G protein-coupled receptor F5,23406,159,1.72 [1.04-2.84],0.0350524260174133
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADGRG1,Adhesion G-protein coupled receptor G1,26826,179,1.22 [1.02-1.48],0.0338200955552038
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADGRG2,Adhesion G-protein coupled receptor G2,26945,187,1.01 [0.64-1.58],0.9713303616018868
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADGRV1,Adhesion G-protein coupled receptor V1,22658,158,1.17 [0.97-1.41],0.1012555115546488
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADH1B,All-trans-retinol dehydrogenase,22884,155,1.23 [1.03-1.48],0.0218464620323776
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,26467,178,1.13 [0.98-1.31],0.088054279886375
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADIPOQ,Adiponectin,23439,160,0.98 [0.81-1.19],0.8429219476590981
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADM,Pro-adrenomedullin,27184,183,1.54 [0.95-2.49],0.0788657797391467
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADRA2A,Alpha-2A adrenergic receptor,22658,156,0.82 [0.64-1.07],0.1408469211814985
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AFAP1,Actin filament-associated protein 1,22884,155,0.83 [0.68-1.01],0.0565414100741174
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AFM,Afamin,23439,160,1.48 [0.69-3.20],0.3135888926868401
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AFP,Alpha-fetoprotein,26675,180,0.88 [0.72-1.07],0.2063210138391873
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGBL2,Cytosolic carboxypeptidase 2,22658,158,0.97 [0.82-1.14],0.6963334840850235
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGER,Advanced glycosylation end product-specific receptor,26863,183,0.87 [0.63-1.20],0.3995860629758266
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGR2,Anterior gradient protein 2 homolog,26097,178,1.16 [1.02-1.33],0.0227659312925935
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGR3,Anterior gradient protein 3,26262,176,1.06 [0.85-1.32],0.606313212215966
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGRN,Agrin,27051,185,1.31 [0.91-1.88],0.1402635835339476
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGRP,Agouti-related protein,27269,186,1.09 [0.86-1.37],0.486818323886884
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGT,Angiotensinogen,23431,161,0.72 [0.35-1.50],0.3853597282767222
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGXT,Serine--pyruvate aminotransferase,26945,187,1.20 [1.03-1.39],0.0183581217327657
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AHCY,Adenosylhomocysteinase,26945,187,1.23 [1.02-1.47],0.0282067281505267
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AHNAK,Neuroblast differentiation-associated protein AHNAK,22750,154,1.32 [0.85-2.06],0.213053914582774
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AHNAK2,Protein AHNAK2,22750,154,1.52 [0.94-2.43],0.0845017431046347
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,23303,155,1.05 [0.84-1.30],0.6768820232543915
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AHSG,Alpha-2-HS-glycoprotein,23431,161,1.16 [0.67-2.02],0.5974023124825993
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AHSP,Alpha-hemoglobin-stabilizing protein,26892,183,1.03 [0.89-1.19],0.6741932311199856
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AIDA,"Axin interactor, dorsalization-associated protein",22758,156,0.99 [0.81-1.19],0.8852004612354394
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AIF1,Allograft inflammatory factor 1,26296,176,1.29 [1.01-1.66],0.0417324293931869
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AIF1L,Allograft inflammatory factor 1-like,22750,154,1.05 [0.81-1.35],0.7084757557926413
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",26777,178,1.21 [1.08-1.37],0.0014104527477699
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AK1,Adenylate kinase isoenzyme 1,26945,187,1.13 [0.93-1.37],0.2143732006026136
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AK2,"Adenylate kinase 2, mitochondrial",23337,159,1.14 [0.99-1.32],0.0692813118782712
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AKAP12,A-kinase anchor protein 12,22884,155,1.30 [0.69-2.45],0.4220142187569029
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AKR1B1,Aldo-keto reductase family 1 member B1,26296,176,1.10 [0.93-1.31],0.269574278029511
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AKR1B10,Aldo-keto reductase family 1 member B10,22758,156,1.41 [1.16-1.72],0.0004572929848213
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AKR1C4,Aldo-keto reductase family 1 member C4,26467,178,1.13 [0.90-1.41],0.2975715821697242
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AKR7L,Aflatoxin B1 aldehyde reductase member 4,22728,157,1.13 [0.93-1.38],0.2181021015008232
