Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,A1BG,Alpha-1B-glycoprotein,24577,136,1.35 [0.54-3.39],0.5223344712084197
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,AAMDC,Mth938 domain-containing protein,23861,134,1.00 [0.73-1.36],0.9952865784010712
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,AARSD1,Alanyl-tRNA editing protein Aarsd1,28118,152,0.97 [0.76-1.26],0.8432218726636861
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ABCA2,ATP-binding cassette sub-family A member 2,23758,133,0.88 [0.55-1.41],0.6053564474211023
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ABHD14B,Protein ABHD14B,27951,154,1.09 [0.86-1.39],0.4653586953794809
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ABL1,Tyrosine-protein kinase ABL1,28118,152,1.16 [0.95-1.41],0.1378345869585138
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ABO,Histo-blood group ABO system transferase,24564,134,1.06 [0.94-1.19],0.3377734401880082
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ABRAXAS2,BRISC complex subunit Abraxas 2,23758,133,0.92 [0.72-1.19],0.5220542727770752
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",27555,156,1.15 [0.98-1.35],0.0884056692991453
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",24089,134,0.87 [0.66-1.14],0.3094532004611677
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",24542,136,0.96 [0.80-1.16],0.675299941484154
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACAN,Aggrecan core protein,27986,155,1.25 [0.78-2.00],0.3606455044886351
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACE,Angiotensin-converting enzyme,24564,134,1.06 [0.56-2.02],0.8583997290700915
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACE2,Angiotensin-converting enzyme 2,27741,155,0.88 [0.66-1.16],0.3589925323299447
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACHE,Acetylcholinesterase,23991,131,1.09 [0.68-1.73],0.7299818484695879
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACOT13,Acyl-coenzyme A thioesterase 13,24448,138,1.02 [0.88-1.17],0.8222518818508594
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,28244,158,0.91 [0.68-1.22],0.546144705693392
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACP1,Low molecular weight phosphotyrosine protein phosphatase,23840,134,0.93 [0.64-1.35],0.7042611830067653
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACP5,Tartrate-resistant acid phosphatase type 5,28343,160,1.23 [0.84-1.82],0.2899001192252599
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACP6,Lysophosphatidic acid phosphatase type 6,28458,157,0.96 [0.78-1.17],0.6711763054375208
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACRBP,Acrosin-binding protein,24428,137,0.68 [0.43-1.06],0.0895803561527529
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACRV1,Acrosomal protein SP-10,23840,134,0.99 [0.84-1.16],0.9163657207904792
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACSL1,Long-chain-fatty-acid--CoA ligase 1,23758,133,0.73 [0.43-1.23],0.2372606981565816
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACTA2,"Actin, aortic smooth muscle",27741,155,0.96 [0.69-1.35],0.8332034765243299
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACTN2,Alpha-actinin-2,23758,133,0.83 [0.61-1.12],0.2151655421787568
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACTN4,Alpha-actinin-4,27719,156,0.90 [0.55-1.46],0.6661366088884233
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACVRL1,Serine/threonine-protein kinase receptor R3,28001,154,1.01 [0.55-1.85],0.9786924654120804
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACY1,Aminoacylase-1,28244,158,0.94 [0.77-1.16],0.5781216270688183
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,23758,133,1.02 [0.76-1.37],0.913814946352226
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ACYP1,Acylphosphatase-1,23900,131,1.04 [0.81-1.33],0.7748219360721439
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADA,Adenosine deaminase,28580,159,1.07 [0.74-1.56],0.7143305633798129
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADA2,Adenosine deaminase 2,28058,159,1.09 [0.77-1.53],0.6289165287439286
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,23840,134,1.21 [0.89-1.66],0.223738039071528
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,27741,155,0.89 [0.56-1.42],0.6292813569928798
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,28050,154,0.98 [0.64-1.48],0.9122860859969352
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,28580,159,1.29 [0.85-1.96],0.2304657814306167
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,28468,160,1.14 [0.69-1.86],0.6136799311636747
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,24448,138,0.98 [0.56-1.70],0.9360538994068932
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,23840,134,0.93 [0.55-1.58],0.7834295233560493
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,28590,161,1.13 [0.61-2.08],0.7046943034657898
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,28118,152,1.28 [0.91-1.79],0.1579810973534906
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,27741,155,0.92 [0.58-1.45],0.7178715993739235
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,23840,134,1.21 [0.79-1.85],0.3741020572753146
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,28308,156,1.41 [1.03-1.93],0.0297000144775737
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAMTSL2,ADAMTS-like protein 2,24534,135,1.36 [0.82-2.25],0.2343940964575971
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAMTSL4,ADAMTS-like protein 4,23861,134,1.65 [0.85-3.20],0.1390731000719496
Chapter XI Diseases of the digestive system,Palatinal maxillary canine,ADAMTSL5,ADAMTS-like protein 5,24542,136,1.35 [0.91-2.01],0.1403795851176884
