Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CA14,Carbonic anhydrase 14,23717,165,0.23 [0.16-0.32],7.688713196683271e-16
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CA6,Carbonic anhydrase 6,23416,161,0.50 [0.41-0.61],6.983377021968941e-12
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CLEC4A,C-type lectin domain family 4 member A,23487,162,0.34 [0.25-0.47],7.022461524499959e-11
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,23594,162,0.52 [0.44-0.62],3.863123548482434e-13
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,GFAP,Glial fibrillary acidic protein,22892,157,2.49 [1.94-3.21],1.1012094421624776e-12
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ITGA11,Integrin alpha-11,23487,162,0.27 [0.18-0.40],4.534543470343164e-11
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ITGAM,Integrin alpha-M,23493,161,0.19 [0.12-0.30],8.110245495813189e-13
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,NEFL,Neurofilament light polypeptide,22876,158,3.23 [2.57-4.07],8.944955901950826e-24
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,OMG,Oligodendrocyte-myelin glycoprotein,23397,163,0.49 [0.40-0.61],5.994499789688637e-11
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,PEPD,Xaa-Pro dipeptidase,20424,159,0.15 [0.09-0.26],1.2412258065633678e-11
