Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Constipation,COL6A3,Collagen alpha-3(VI) chain,27470,233,2.69 [2.03-3.58],9.122176097766662e-12
Chapter XI Diseases of the digestive system,Constipation,COLEC12,Collectin-12,27115,229,3.77 [2.52-5.64],1.0546868041741475e-10
Chapter XI Diseases of the digestive system,Constipation,DLL1,Delta-like protein 1,27207,229,3.20 [2.24-4.56],1.312200630379708e-10
Chapter XI Diseases of the digestive system,Constipation,GDF15,Growth/differentiation factor 15,27470,233,1.73 [1.48-2.03],1.716436526261801e-11
Chapter XI Diseases of the digestive system,Constipation,HAVCR2,Hepatitis A virus cellular receptor 2,27131,227,2.73 [2.06-3.62],2.5560643503997484e-12
Chapter XI Diseases of the digestive system,Constipation,LAYN,Layilin,26903,226,2.70 [2.01-3.63],5.0234815354240535e-11
Chapter XI Diseases of the digestive system,Constipation,NBL1,Neuroblastoma suppressor of tumorigenicity 1,27207,229,3.68 [2.47-5.48],1.4700967441725603e-10
Chapter XI Diseases of the digestive system,Constipation,OGN,Mimecan,27131,227,2.27 [1.76-2.93],3.2798508310447824e-10
Chapter XI Diseases of the digestive system,Constipation,TGFBR2,TGF-beta receptor type-2,27207,229,2.75 [2.06-3.66],4.648554623296901e-12
Chapter XI Diseases of the digestive system,Constipation,THY1,Thy-1 membrane glycoprotein,27402,231,3.67 [2.52-5.33],9.480446704237566e-12
Chapter XI Diseases of the digestive system,Constipation,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,27131,227,3.01 [2.15-4.23],1.916058062089816e-10
Chapter XI Diseases of the digestive system,Constipation,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,27131,227,1.86 [1.55-2.23],2.430711744389681e-11
Chapter XI Diseases of the digestive system,Constipation,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,27413,231,2.28 [1.77-2.93],1.727810300699483e-10
