Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
CELA2A,Chymotrypsin-like elastase family member 2A,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,19006,41,2.72 [1.82-4.07],1.211436280948428e-06
CELA2A,Chymotrypsin-like elastase family member 2A,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of eyelid,24146,234,0.66 [0.54-0.80],2.1237203252956715e-05
CELA2A,Chymotrypsin-like elastase family member 2A,Chapter X Diseases of the respiratory system,Bronchiectasis,21880,159,0.57 [0.45-0.73],3.999494671769837e-06
CELA2A,Chymotrypsin-like elastase family member 2A,Chapter X Diseases of the respiratory system,Respiratory insufficiency,18110,33,0.37 [0.24-0.55],1.2953928457451166e-06
CELA2A,Chymotrypsin-like elastase family member 2A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,21745,2953,0.87 [0.82-0.92],3.801724356109588e-06
CELA2A,Chymotrypsin-like elastase family member 2A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Coxarthrosis,19474,682,0.78 [0.69-0.88],5.733759701184353e-05
CELA2A,Chymotrypsin-like elastase family member 2A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Fibromyalgia,21715,264,0.66 [0.55-0.80],1.8730716532631743e-05
CELA2A,Chymotrypsin-like elastase family member 2A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,19958,1166,0.82 [0.75-0.90],3.64892049501021e-05
CELA2A,Chymotrypsin-like elastase family member 2A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,20391,1599,0.85 [0.78-0.92],3.635684771185725e-05
CELA2A,Chymotrypsin-like elastase family member 2A,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,23964,574,1.32 [1.16-1.50],1.943018497524776e-05
CELA2A,Chymotrypsin-like elastase family member 2A,Chapter XIV Diseases of the genitourinary system,Dialysis,23433,43,2.50 [1.64-3.80],1.9025033502914684e-05
