Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
TK1,"Thymidine kinase, cytosolic",Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),23606,1789,1.28 [1.18-1.39],4.0518444755465845e-09
TK1,"Thymidine kinase, cytosolic",Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,22198,520,1.39 [1.21-1.59],2.5059068790569343e-06
TK1,"Thymidine kinase, cytosolic",Chapter I Certain infectious and parasitic diseases,Other septicaemia,24009,534,1.34 [1.16-1.54],6.142340361945574e-05
TK1,"Thymidine kinase, cytosolic",Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",20915,101,1.70 [1.33-2.16],2.0252185752801573e-05
TK1,"Thymidine kinase, cytosolic",Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,23919,265,1.46 [1.22-1.75],3.582372982579407e-05
TK1,"Thymidine kinase, cytosolic",Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified aplastic anaemias,22951,50,1.77 [1.34-2.35],5.768600923864254e-05
TK1,"Thymidine kinase, cytosolic",Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,18672,40,2.06 [1.51-2.82],5.249506533687327e-06
TK1,"Thymidine kinase, cytosolic",Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,24118,177,1.51 [1.23-1.86],9.765518934444769e-05
TK1,"Thymidine kinase, cytosolic",Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified erythematous conditions,24100,66,1.82 [1.40-2.37],8.273049502106861e-06
TK1,"Thymidine kinase, cytosolic",Chapter XIV Diseases of the genitourinary system,Acute renal failure,23721,735,1.38 [1.23-1.55],5.24774735798036e-08
TK1,"Thymidine kinase, cytosolic",Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,24017,1301,1.25 [1.13-1.38],9.229372143461544e-06
