Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SIGLEC6,Sialic acid-binding Ig-like lectin 6,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,20500,505,1.90 [1.53-2.37],9.563996242563196e-09
SIGLEC6,Sialic acid-binding Ig-like lectin 6,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,27433,256,1.92 [1.44-2.55],7.011408321687295e-06
SIGLEC6,Sialic acid-binding Ig-like lectin 6,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,26292,830,1.58 [1.32-1.88],3.849660430688986e-07
SIGLEC6,Sialic acid-binding Ig-like lectin 6,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,27242,448,1.89 [1.50-2.38],5.205680802641341e-08
SIGLEC6,Sialic acid-binding Ig-like lectin 6,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,26731,118,4.15 [3.14-5.48],1.747183980694138e-23
SIGLEC6,Sialic acid-binding Ig-like lectin 6,Chapter IX Diseases of the circulatory system,Peripheral artery disease,27808,54,3.14 [2.02-4.89],3.922623592882453e-07
SIGLEC6,Sialic acid-binding Ig-like lectin 6,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,26716,103,4.07 [3.06-5.43],1.0291574924665089e-21
SIGLEC6,Sialic acid-binding Ig-like lectin 6,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,26947,334,2.79 [2.20-3.54],3.2699002704609855e-17
SIGLEC6,Sialic acid-binding Ig-like lectin 6,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,26937,324,2.75 [2.16-3.51],2.0624165609747278e-16
SIGLEC6,Sialic acid-binding Ig-like lectin 6,Chapter XI Diseases of the digestive system,Intestinal malabsorption,27068,67,2.78 [1.91-4.05],9.65763096446046e-08
SIGLEC6,Sialic acid-binding Ig-like lectin 6,Chapter XI Diseases of the digestive system,Coeliac disease,27053,52,2.91 [1.93-4.39],3.5691496186099897e-07
SIGLEC6,Sialic acid-binding Ig-like lectin 6,Chapter XIV Diseases of the genitourinary system,Genitourinary diseases,24158,4482,1.31 [1.20-1.43],2.040991070152266e-09
