Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diseases of the digestive system,A1BG,Alpha-1B-glycoprotein,42417,536,2.15 [1.32-3.50],0.0021892151102113
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AARSD1,Alanyl-tRNA editing protein Aarsd1,48476,624,1.14 [1.00-1.29],0.042185790534449
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABCA2,ATP-binding cassette sub-family A member 2,40952,519,1.29 [1.03-1.61],0.0252782106359905
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABRAXAS2,BRISC complex subunit Abraxas 2,40952,519,1.18 [1.04-1.34],0.0100757703995641
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",47555,604,1.10 [1.01-1.20],0.0227459241446462
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",42347,533,1.13 [1.04-1.24],0.0061025864089273
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACE,Angiotensin-converting enzyme,42391,537,1.42 [1.04-1.94],0.0256173714781884
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACE2,Angiotensin-converting enzyme 2,47813,618,1.16 [1.02-1.32],0.0217714763255093
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACOT13,Acyl-coenzyme A thioesterase 13,42182,533,1.09 [1.01-1.17],0.0233943775062475
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,48703,637,1.15 [1.01-1.31],0.0411984034866099
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACP6,Lysophosphatidic acid phosphatase type 6,49030,633,1.14 [1.02-1.28],0.0180629148774883
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACSL1,Long-chain-fatty-acid--CoA ligase 1,40952,519,1.24 [1.02-1.52],0.0315095035898882
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACTA2,"Actin, aortic smooth muscle",47813,618,1.31 [1.14-1.50],0.0001329212789441
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACTN4,Alpha-actinin-4,47769,613,1.29 [1.06-1.55],0.0097226527554746
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACVRL1,Serine/threonine-protein kinase receptor R3,48227,624,1.93 [1.50-2.49],3.110531139700049e-07
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,40952,519,1.46 [1.27-1.68],1.0281538350343337e-07
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADA2,Adenosine deaminase 2,48404,625,1.82 [1.56-2.11],1.2256990389003735e-14
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,41111,528,1.75 [1.50-2.03],5.733710588221022e-13
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,49042,637,1.61 [1.27-2.03],6.43427829885944e-05
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,42182,533,1.79 [1.40-2.30],4.87257000156141e-06
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,41111,528,1.46 [1.17-1.83],0.0009614732297101
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,49300,637,0.63 [0.47-0.84],0.0019109330132689
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,48476,624,1.21 [1.02-1.43],0.0296635974603843
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,41111,528,1.59 [1.29-1.95],1.1357637049687916e-05
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,48837,628,0.74 [0.64-0.87],0.0001445467039597
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTSL2,ADAMTS-like protein 2,42351,535,1.47 [1.17-1.84],0.0010892318507987
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTSL4,ADAMTS-like protein 4,41217,516,1.48 [1.04-2.09],0.0279210705394536
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADGRE1,Adhesion G protein-coupled receptor E1,42182,533,1.30 [1.12-1.50],0.0004509864266659
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADGRF5,Adhesion G protein-coupled receptor F5,42347,533,1.75 [1.31-2.33],0.0001475548564125
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADGRG1,Adhesion G-protein coupled receptor G1,48476,624,1.16 [1.06-1.26],0.0008743050806177
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADGRG2,Adhesion G-protein coupled receptor G2,48703,637,0.65 [0.50-0.83],0.0006206326101738
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADIPOQ,Adiponectin,42417,536,1.13 [1.00-1.28],0.0442381564586283
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADM,Pro-adrenomedullin,49104,634,2.07 [1.59-2.70],6.980868353271207e-08
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADRA2A,Alpha-2A adrenergic receptor,40952,519,1.14 [1.02-1.26],0.016677477042618
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AGR2,Anterior gradient protein 2 homolog,47171,608,1.45 [1.35-1.55],5.773545658888082e-28
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AGR3,Anterior gradient protein 3,47477,603,1.30 [1.16-1.46],3.516659695873009e-06
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AGRN,Agrin,48893,629,1.62 [1.35-1.95],1.6408533517957768e-07
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AGXT,Serine--pyruvate aminotransferase,48703,637,1.18 [1.08-1.29],0.0001769469950762
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AHNAK2,Protein AHNAK2,41217,516,1.32 [1.01-1.73],0.0443610869061772
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AHSG,Alpha-2-HS-glycoprotein,42391,537,1.43 [1.05-1.94],0.0226378448072183
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AIDA,"Axin interactor, dorsalization-associated protein",41197,520,1.24 [1.14-1.34],2.4696092539271174e-07
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AIF1,Allograft inflammatory factor 1,47555,604,1.17 [1.02-1.34],0.0219607437264774
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",48398,622,1.12 [1.05-1.20],0.0008348626752337
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AK2,"Adenylate kinase 2, mitochondrial",42249,534,1.16 [1.07-1.25],0.0002480146656684
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AKR1C4,Aldo-keto reductase family 1 member C4,47813,618,1.15 [1.02-1.30],0.0195495191157947
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AKR7L,Aflatoxin B1 aldehyde reductase member 4,41111,528,1.24 [1.11-1.38],8.144391400775646e-05
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ALCAM,CD166 antigen,49300,637,1.50 [1.06-2.12],0.0231016644600537
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ALDH2,"Aldehyde dehydrogenase, mitochondrial",42165,532,1.28 [1.14-1.44],4.75246352860714e-05
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",48529,622,1.11 [1.01-1.22],0.030617130073068
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",42286,534,1.37 [1.17-1.60],8.429258108432634e-05
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ALMS1,Alstrom syndrome protein 1,41590,520,1.20 [1.01-1.42],0.0342306665300123
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ALPP,"Alkaline phosphatase, placental type",48476,624,1.09 [1.03-1.16],0.0056852802173498
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AMBP,Protein AMBP,49036,634,2.17 [1.55-3.04],7.375826266410352e-06
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AMFR,E3 ubiquitin-protein ligase AMFR,47544,614,1.14 [1.03-1.26],0.0151031987269795
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AMIGO1,Amphoterin-induced protein 1,41197,520,1.19 [1.03-1.37],0.0194848593181206
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AMOT,Angiomotin,41436,521,1.38 [1.12-1.69],0.0019728902458934
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AMOTL2,Angiomotin-like protein 2,42005,531,1.38 [1.20-1.59],6.988825752347337e-06
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ANG,Angiogenin,48568,627,1.46 [1.20-1.77],0.0001745917707643
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ANGPT2,Angiopoietin-2,49104,634,1.46 [1.23-1.73],2.1083861265199087e-05
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ANGPTL3,Angiopoietin-related protein 3,48727,627,1.36 [1.12-1.66],0.0022458002037035
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ANGPTL4,Angiopoietin-related protein 4,48816,627,1.36 [1.17-1.59],8.28395865994164e-05
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ANKRD54,Ankyrin repeat domain-containing protein 54,47555,604,1.15 [1.02-1.29],0.0189384708373386
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ANP32C,Acidic leucine-rich nuclear phosphoprotein 32 family member C,41217,516,1.20 [1.01-1.44],0.0415532063133941
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ANXA1,Annexin A1,41202,520,1.19 [1.01-1.41],0.0426497895487291
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ANXA10,Annexin A10,47544,614,1.29 [1.20-1.39],4.7974732478330335e-11
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ANXA2,Annexin A2,40594,507,1.14 [1.02-1.27],0.0232042548738367
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AOC1,Amiloride-sensitive amine oxidase [copper-containing],47769,613,1.14 [1.01-1.27],0.027106528760764
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AP2B1,AP-2 complex subunit beta,41197,520,1.38 [1.18-1.61],4.537155800496375e-05
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AP3B1,AP-3 complex subunit beta-1,42182,533,1.13 [1.01-1.25],0.0296035150486802
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AP3S2,AP-3 complex subunit sigma-2,42249,534,1.20 [1.01-1.41],0.035890297065966
Chapter XI Diseases of the digestive system,Diseases of the digestive system,APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,48476,624,1.17 [1.01-1.35],0.0392558339962429
Chapter XI Diseases of the digestive system,Diseases of the digestive system,APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,48949,632,1.12 [1.00-1.26],0.0494887959409619
Chapter XI Diseases of the digestive system,Diseases of the digestive system,APOA2,Apolipoprotein A-II,42391,537,1.37 [1.16-1.62],0.0001908366166494
Chapter XI Diseases of the digestive system,Diseases of the digestive system,APOM,Apolipoprotein M,48810,630,0.74 [0.58-0.95],0.0175276387320076
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AREG,Amphiregulin,48476,624,1.73 [1.52-1.97],6.845002574939602e-17
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ARG2,"Arginase-2, mitochondrial",42165,532,1.36 [1.16-1.58],0.0001109958101747
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ARHGAP30,Rho GTPase-activating protein 30,41590,520,1.53 [1.30-1.79],1.760292304880727e-07
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ARHGAP5,Rho GTPase-activating protein 5,40827,516,1.16 [1.05-1.28],0.0042123621350076
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ARHGEF1,Rho guanine nucleotide exchange factor 1,42249,534,1.10 [1.00-1.21],0.0400847184270417
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ARID3A,AT-rich interactive domain-containing protein 3A,40987,528,1.22 [1.00-1.49],0.0482126375424549
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ARNT,Aryl hydrocarbon receptor nuclear translocator,47769,613,1.38 [1.17-1.63],0.0001401899280185
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ARSA,Arylsulfatase A,48704,630,1.29 [1.11-1.50],0.000803633945927
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ARSB,Arylsulfatase B,48476,624,1.20 [1.06-1.36],0.0035517418823146
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ASAH1,Acid ceramidase,41956,531,1.40 [1.20-1.62],1.3858834712657252e-05
