Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Sleep apnoea,ABCA2,ATP-binding cassette sub-family A member 2,42343,211,1.40 [1.00-1.95],0.047201890135988
Chapter VI Diseases of the nervous system,Sleep apnoea,ACSL1,Long-chain-fatty-acid--CoA ligase 1,42343,211,1.52 [1.15-2.01],0.0035553515062045
Chapter VI Diseases of the nervous system,Sleep apnoea,ACTA2,"Actin, aortic smooth muscle",49406,251,1.25 [1.00-1.57],0.0496168407885064
Chapter VI Diseases of the nervous system,Sleep apnoea,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,42343,211,1.27 [1.02-1.58],0.0335734579954009
Chapter VI Diseases of the nervous system,Sleep apnoea,ADAMTSL2,ADAMTS-like protein 2,43782,221,1.78 [1.32-2.39],0.0001597266178021
Chapter VI Diseases of the nervous system,Sleep apnoea,AHSG,Alpha-2-HS-glycoprotein,43811,220,1.64 [1.01-2.66],0.0453935513063266
Chapter VI Diseases of the nervous system,Sleep apnoea,AIF1L,Allograft inflammatory factor 1-like,42616,215,0.72 [0.53-0.97],0.0291403130902596
Chapter VI Diseases of the nervous system,Sleep apnoea,ALDH1A1,Retinal dehydrogenase 1,50338,254,1.24 [1.04-1.48],0.0177630631242442
Chapter VI Diseases of the nervous system,Sleep apnoea,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",50178,256,1.15 [1.01-1.32],0.0388921200108945
Chapter VI Diseases of the nervous system,Sleep apnoea,AMBP,Protein AMBP,50686,256,1.72 [1.01-2.93],0.0443762349461069
Chapter VI Diseases of the nervous system,Sleep apnoea,ANGPT2,Angiopoietin-2,50758,256,1.50 [1.14-1.98],0.003574396663637
Chapter VI Diseases of the nervous system,Sleep apnoea,ANKRD54,Ankyrin repeat domain-containing protein 54,49151,251,1.22 [1.02-1.45],0.026080451887333
Chapter VI Diseases of the nervous system,Sleep apnoea,APCS,Serum amyloid P-component,43452,216,0.61 [0.42-0.90],0.0123426692602599
Chapter VI Diseases of the nervous system,Sleep apnoea,APOA4,Apolipoprotein A-IV,43843,219,1.54 [1.12-2.12],0.0083347261105456
Chapter VI Diseases of the nervous system,Sleep apnoea,APOF,Apolipoprotein F,43811,220,0.60 [0.42-0.85],0.0040247546193374
Chapter VI Diseases of the nervous system,Sleep apnoea,APOM,Apolipoprotein M,50458,259,0.54 [0.37-0.77],0.0009072396980253
Chapter VI Diseases of the nervous system,Sleep apnoea,APRT,Adenine phosphoribosyltransferase,49861,247,1.32 [1.02-1.69],0.0319719056738049
Chapter VI Diseases of the nervous system,Sleep apnoea,AREG,Amphiregulin,50101,254,1.33 [1.05-1.67],0.0166459058495795
Chapter VI Diseases of the nervous system,Sleep apnoea,ARG1,Arginase-1,50029,255,1.34 [1.09-1.65],0.0064193140365664
Chapter VI Diseases of the nervous system,Sleep apnoea,ARHGEF5,Rho guanine nucleotide exchange factor 5,42373,214,1.21 [1.03-1.42],0.0206509977918828
Chapter VI Diseases of the nervous system,Sleep apnoea,ASAH2,Neutral ceramidase,49943,247,1.42 [1.12-1.80],0.0035508374896771
Chapter VI Diseases of the nervous system,Sleep apnoea,ASGR1,Asialoglycoprotein receptor 1,49943,247,1.59 [1.12-2.26],0.009702111416203
Chapter VI Diseases of the nervous system,Sleep apnoea,ASGR2,Asialoglycoprotein receptor 2,43811,220,1.80 [1.14-2.85],0.012304357900569
Chapter VI Diseases of the nervous system,Sleep apnoea,ATG4A,Cysteine protease ATG4A,49151,251,1.20 [1.01-1.44],0.0436303726584727
Chapter VI Diseases of the nervous system,Sleep apnoea,ATXN2,Ataxin-2,42373,214,1.12 [1.01-1.25],0.0291418888848028
Chapter VI Diseases of the nervous system,Sleep apnoea,AZU1,Azurocidin,48808,251,1.14 [1.00-1.31],0.0489152601413816
Chapter VI Diseases of the nervous system,Sleep apnoea,B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,42343,211,1.86 [1.06-3.28],0.0309764069056062
Chapter VI Diseases of the nervous system,Sleep apnoea,B4GALT1,"Beta-1,4-galactosyltransferase 1",50551,256,1.49 [1.02-2.18],0.0394717160460912
Chapter VI Diseases of the nervous system,Sleep apnoea,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,49151,251,1.22 [1.05-1.43],0.0100625315792549
Chapter VI Diseases of the nervous system,Sleep apnoea,BAMBI,BMP and activin membrane-bound inhibitor homolog,49151,251,1.61 [1.16-2.23],0.0039886468516192
Chapter VI Diseases of the nervous system,Sleep apnoea,BCAN,Brevican core protein,49943,247,0.72 [0.52-0.99],0.0449290686925886
Chapter VI Diseases of the nervous system,Sleep apnoea,BCAT1,"Branched-chain-amino-acid aminotransferase, cytosolic",43774,219,1.55 [1.07-2.26],0.0202529314907818
Chapter VI Diseases of the nervous system,Sleep apnoea,BHMT2,S-methylmethionine--homocysteine S-methyltransferase BHMT2,42343,211,1.87 [1.11-3.15],0.0183078561447265
Chapter VI Diseases of the nervous system,Sleep apnoea,BMPER,BMP-binding endothelial regulator protein,42821,212,1.77 [1.09-2.88],0.0213487776225932
Chapter VI Diseases of the nervous system,Sleep apnoea,BTN2A1,Butyrophilin subfamily 2 member A1,50551,256,1.48 [1.02-2.16],0.0398475215533766
Chapter VI Diseases of the nervous system,Sleep apnoea,C1QTNF1,Complement C1q tumor necrosis factor-related protein 1,50538,259,1.36 [1.08-1.71],0.009493929276239
Chapter VI Diseases of the nervous system,Sleep apnoea,C1QTNF6,Complement C1q tumor necrosis factor-related protein 6,43699,219,1.48 [1.05-2.09],0.0234329470510532
