Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,37604,1540,1.05 [0.92-1.21],0.460384666659974
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,37008,361,1.26 [0.99-1.62],0.0651137945877478
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,41006,281,0.95 [0.67-1.34],0.7643830837938784
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,28346,1283,1.11 [0.95-1.29],0.195679989240182
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,40913,188,0.84 [0.53-1.31],0.4368925641198788
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,38365,144,1.27 [0.87-1.84],0.2126749808262334
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",42956,186,0.84 [0.53-1.32],0.4418157092163796
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,42962,125,0.97 [0.58-1.63],0.9090293686726082
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,37483,99,0.88 [0.48-1.61],0.6855247453413849
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,41639,202,1.11 [0.77-1.60],0.5861692545741597
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Other septicaemia,41566,129,1.29 [0.88-1.91],0.1942408766578804
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,43090,117,1.09 [0.67-1.77],0.7308943418229182
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Other viral diseases,43091,147,1.10 [0.72-1.68],0.666617847949877
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",43080,136,1.13 [0.73-1.73],0.5856106276798436
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Mycoses,42529,93,0.85 [0.45-1.59],0.6041914675190532
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",41092,698,1.02 [0.83-1.26],0.8356893935796761
