Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,44686,1817,1.30 [1.18-1.44],2.4057490929603734e-07
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,43970,438,1.56 [1.28-1.90],1.2965551475587744e-05
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,48843,334,1.21 [0.96-1.52],0.1006288433639795
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,33745,1587,1.44 [1.29-1.61],9.295600752950696e-11
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,48734,225,1.29 [0.98-1.70],0.0729785184552163
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,45586,174,1.47 [1.08-2.01],0.0157186148906526
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",51253,223,1.25 [0.95-1.65],0.1106711591940973
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,51259,152,1.25 [0.89-1.75],0.1902537154949843
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,44526,117,1.97 [1.35-2.88],0.0004437205753609
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,49577,241,1.38 [1.06-1.81],0.0166546073773687
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Other septicaemia,49491,155,1.49 [1.07-2.07],0.0187645185354343
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,51424,136,1.27 [0.89-1.81],0.1944726736650472
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Other viral diseases,51412,162,1.62 [1.17-2.23],0.0035538026526917
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",51400,150,1.53 [1.09-2.14],0.0134120305013414
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Mycoses,50708,104,1.11 [0.74-1.67],0.6099285964817045
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",48957,829,1.35 [1.17-1.56],4.2548460870888944e-05
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,48410,282,1.22 [0.95-1.56],0.1115581178281171
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,48701,573,1.47 [1.23-1.75],1.4006703763962724e-05
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,"Malignant neoplasm of colon, excluding all cancers (controls excluding all cancers)",41199,132,1.10 [0.77-1.58],0.6028110346566158
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,"Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)",41179,112,0.84 [0.58-1.20],0.3332929065219649
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,"Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)",41599,532,0.93 [0.78-1.12],0.4575001082587403
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,"Squamous cell neoplasms and carcinomas of the skin, excluding all cancers (controls excluding all cancers)",41614,547,0.96 [0.80-1.15],0.6327448853072958
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,"Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)",23292,676,1.40 [1.18-1.65],7.10856478641338e-05
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",18686,235,1.48 [1.13-1.95],0.0050477664983658
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",41173,106,1.94 [1.31-2.89],0.0010175318065338
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,45897,1597,1.11 [1.00-1.23],0.0562761215163471
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",48833,670,1.09 [0.93-1.28],0.2806782878970985
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,Benign neoplasm: Sigmoid colon,50496,239,1.11 [0.84-1.45],0.4647371707896599
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,"Benign neoplasm: Colon, unspecified",51584,222,0.93 [0.70-1.23],0.6061240550927746
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,Benign neoplasm: Rectum,51023,132,1.06 [0.74-1.51],0.76534461969632
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,Benign neoplasm of other and ill-defined parts of digestive system,51600,136,1.52 [1.06-2.17],0.0214963771956487
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,Benign neoplasm: Stomach,51695,104,1.23 [0.81-1.85],0.3291223018020506
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,Benign lipomatous neoplasm,51138,591,0.96 [0.81-1.14],0.6200064391518006
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,51606,217,0.96 [0.73-1.27],0.7888021138921003
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,51613,178,1.03 [0.76-1.41],0.8278400865917329
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,"Haemangioma and lymphangioma, any site",51490,104,0.80 [0.53-1.20],0.271337853187404
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,"Haemangioma, any site",51495,103,0.81 [0.54-1.22],0.3144593720908909
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,Melanocytic naevi,51328,404,1.05 [0.85-1.29],0.6557003308074578
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,Melanocytic naevi of other and unspecified parts of face,51633,178,1.11 [0.81-1.52],0.5079395790247745
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,Other benign neoplasms of skin,51416,368,1.14 [0.91-1.41],0.2514784907317964
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,Benign neoplasm of breast,27804,138,1.00 [0.70-1.43],0.996844534217614
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,Leiomyoma of uterus,27285,1008,0.90 [0.78-1.02],0.1085796054616266
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,49056,399,1.27 [1.03-1.56],0.0257134192216619
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,48423,715,1.14 [0.97-1.33],0.107321436874639
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,48423,715,1.14 [0.97-1.33],0.107321436874639
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),44620,932,1.26 [1.09-1.44],0.0011569954400212
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,50588,138,1.48 [1.04-2.11],0.03027529333456
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,51074,167,0.99 [0.72-1.37],0.9743989252628766
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,41748,2369,1.44 [1.31-1.58],3.357766710032553e-15
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,48617,1092,1.05 [0.92-1.20],0.4410071292276764
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,47037,274,1.02 [0.79-1.31],0.8836748318742423
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter IX Diseases of the circulatory system,Peripheral artery disease,49305,224,1.42 [1.08-1.87],0.0129954350927214
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,47007,244,1.11 [0.85-1.45],0.4292986953051708
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,47877,1114,1.53 [1.34-1.74],1.3635828326668332e-10
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,47840,1077,1.52 [1.33-1.73],5.485525465668202e-10
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,47816,369,1.06 [0.84-1.34],0.610736735982295
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases","Obesity, other/unspecified",47819,365,1.05 [0.83-1.34],0.6570795109833181
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,41399,2020,1.47 [1.33-1.62],2.0402975804670332e-14
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",39646,267,1.26 [0.98-1.62],0.0755531634004848
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,41244,1865,1.48 [1.34-1.64],4.706616155998143e-14
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,39480,101,1.66 [1.10-2.50],0.0153240092828606
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",39553,174,1.37 [1.00-1.87],0.0498611113404547
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter V Mental and behavioural disorders,Any mental disorder,43700,1310,1.31 [1.16-1.47],7.549736612089598e-06
