Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",48283,293,1.00 [0.91-1.10],0.9794303224897052
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",50027,386,0.99 [0.92-1.08],0.8678302075086222
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",49508,2706,1.01 [0.98-1.04],0.4818874545405888
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,Candidiasis,50066,836,1.05 [0.99-1.11],0.0947182502476991
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,48547,6858,1.01 [0.99-1.03],0.3221980519398568
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),48733,6224,0.99 [0.97-1.01],0.3684598143968308
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,49568,2379,1.01 [0.98-1.04],0.6271540535742679
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,49881,167,0.95 [0.84-1.08],0.4349502228275503
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,46066,1898,1.00 [0.96-1.04],0.9981728751715324
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,44506,2158,0.99 [0.96-1.03],0.6575957674102977
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,Implicit fungal Sepsis,44259,504,1.02 [0.95-1.10],0.5416963606776957
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,35152,3869,0.99 [0.97-1.02],0.6281853425004438
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,43950,763,1.00 [0.94-1.06],0.9776545715910026
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,49994,2805,1.00 [0.97-1.03],0.7857244865866302
