Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",49372,298,1.42 [1.18-1.70],0.0001844946693132
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",51152,395,1.26 [1.07-1.49],0.0050032293197014
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",50625,2755,1.21 [1.13-1.29],4.042154985152458e-09
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Candidiasis,51192,857,1.23 [1.10-1.38],0.0002894035926411
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,49642,6994,1.22 [1.17-1.27],1.1286869022621004e-21
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),49845,6397,1.21 [1.16-1.26],4.2635222088008003e-19
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,50682,2422,1.21 [1.13-1.29],6.517289468338897e-08
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,51007,173,1.42 [1.12-1.80],0.0036759617127934
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,47095,1940,1.41 [1.31-1.52],3.42942803151857e-20
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,45506,2205,1.43 [1.33-1.53],9.160676329796596e-25
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Implicit fungal Sepsis,45243,516,1.40 [1.22-1.62],2.975328908222821e-06
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,35940,3966,1.31 [1.24-1.38],5.287339730339202e-23
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,44933,779,1.21 [1.07-1.36],0.0024609063872309
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,51119,2859,1.20 [1.13-1.28],4.768866374586098e-09
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Mycoses,51349,1014,1.23 [1.11-1.36],9.812438901055903e-05
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,49721,1851,1.20 [1.11-1.29],5.039261467479324e-06
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,51214,2140,1.39 [1.30-1.49],1.5310385435332358e-21
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,48657,397,1.26 [1.07-1.48],0.0061029657852144
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Other infectious diseases,51449,99,1.01 [0.70-1.44],0.9694927096226102
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Other septicaemia,50945,1871,1.39 [1.29-1.49],2.2146280904954136e-18
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,50986,152,1.01 [0.76-1.34],0.9504747302269224
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Other viral diseases,51290,315,1.49 [1.25-1.77],5.928912713151206e-06
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",51252,277,1.33 [1.10-1.61],0.0037051099256378
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,48698,828,1.40 [1.26-1.56],8.371416434252626e-10
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Viral agents as the cause of diseases classified to other chapters,48425,555,1.15 [1.00-1.33],0.049644832219021
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Viral and other specified intestinal infections,48480,220,1.25 [1.00-1.56],0.0480570950418832
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Viral hepatitis,51405,103,1.39 [1.03-1.89],0.0335499770684438
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,51317,305,0.97 [0.79-1.20],0.8051545590611294
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Viral warts,51111,99,0.88 [0.61-1.27],0.5001772110621684
GGT1,Glutathione hydrolase 1 proenzyme,Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],51143,131,1.13 [0.84-1.52],0.4172993532945466
GGT1,Glutathione hydrolase 1 proenzyme,Chapter II Neoplasms,Benign lipomatous neoplasm,50859,584,1.01 [0.88-1.17],0.8658692119491076
GGT1,Glutathione hydrolase 1 proenzyme,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,51273,114,0.82 [0.58-1.17],0.2814458317396594
GGT1,Glutathione hydrolase 1 proenzyme,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,51235,124,0.80 [0.58-1.12],0.1973279075792263
GGT1,Glutathione hydrolase 1 proenzyme,Chapter II Neoplasms,Benign lipomatous neoplasm of spermatic cord,23648,129,0.89 [0.64-1.23],0.4893621124493887
