Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ABCA2,ATP-binding cassette sub-family A member 2,17390,198,1.61 [1.16-2.25],0.0049419131823833
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACE,Angiotensin-converting enzyme,17989,205,1.98 [1.25-3.13],0.0034268266578473
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACE2,Angiotensin-converting enzyme 2,20179,225,1.41 [1.17-1.70],0.0002598496001246
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACTA2,"Actin, aortic smooth muscle",20179,225,1.97 [1.65-2.34],1.821972789548468e-14
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACTN2,Alpha-actinin-2,17390,198,1.38 [1.13-1.70],0.0017016607795012
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACTN4,Alpha-actinin-4,20184,231,1.52 [1.16-1.98],0.0020245982626598
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACVRL1,Serine/threonine-protein kinase receptor R3,20349,233,5.27 [3.74-7.43],2.562433837556305e-21
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ADA2,Adenosine deaminase 2,20461,230,2.12 [1.67-2.69],6.409429130498114e-10
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,17456,198,3.60 [2.73-4.76],1.89913828338216e-19
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,20683,236,2.46 [1.71-3.53],9.978344507320836e-07
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,17890,206,3.53 [2.50-4.99],9.68741552069258e-13
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,17456,198,1.67 [1.18-2.37],0.0037159820994019
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,20814,236,0.49 [0.31-0.77],0.0021473238796928
