Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Chronic gastritis,ACE2,Angiotensin-converting enzyme 2,15859,144,1.40 [1.10-1.79],0.0065653978076168
Chapter XI Diseases of the digestive system,Chronic gastritis,ADA2,Adenosine deaminase 2,16069,146,1.69 [1.23-2.31],0.0010692038665701
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,13720,117,2.14 [1.38-3.32],0.0006509307783223
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,14062,125,2.91 [1.78-4.75],2.096963432014448e-05
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,16089,147,1.69 [1.20-2.37],0.0025087415111706
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAMTSL2,ADAMTS-like protein 2,14139,124,1.97 [1.24-3.14],0.0042016906326513
Chapter XI Diseases of the digestive system,Chronic gastritis,AGR2,Anterior gradient protein 2 homolog,15656,143,1.26 [1.09-1.45],0.0013195817244017
Chapter XI Diseases of the digestive system,Chronic gastritis,AGRN,Agrin,16212,149,2.01 [1.41-2.88],0.0001275877858145
Chapter XI Diseases of the digestive system,Chronic gastritis,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,14076,124,1.31 [1.07-1.60],0.0088531580090677
Chapter XI Diseases of the digestive system,Chronic gastritis,AIF1L,Allograft inflammatory factor 1-like,13790,120,1.39 [1.10-1.76],0.0054043649438083
Chapter XI Diseases of the digestive system,Chronic gastritis,AMBP,Protein AMBP,16255,147,2.47 [1.26-4.86],0.0086740591480189
Chapter XI Diseases of the digestive system,Chronic gastritis,ANGPT2,Angiopoietin-2,16285,147,1.64 [1.16-2.32],0.0055049859810781
Chapter XI Diseases of the digestive system,Chronic gastritis,ANGPTL1,Angiopoietin-related protein 1,15911,146,2.05 [1.25-3.38],0.0044664877086322
Chapter XI Diseases of the digestive system,Chronic gastritis,ANGPTL4,Angiopoietin-related protein 4,16185,149,1.74 [1.26-2.39],0.0007047796542901
Chapter XI Diseases of the digestive system,Chronic gastritis,ANXA10,Annexin A10,15791,146,1.51 [1.32-1.73],2.09545013361089e-09
Chapter XI Diseases of the digestive system,Chronic gastritis,AREG,Amphiregulin,16089,147,1.85 [1.40-2.45],1.4908989513434182e-05
Chapter XI Diseases of the digestive system,Chronic gastritis,ARHGAP25,Rho GTPase-activating protein 25,15802,143,0.68 [0.51-0.90],0.0067685902225797
Chapter XI Diseases of the digestive system,Chronic gastritis,ARNT,Aryl hydrocarbon receptor nuclear translocator,15846,143,1.73 [1.26-2.36],0.0005827623876674
Chapter XI Diseases of the digestive system,Chronic gastritis,ASGR1,Asialoglycoprotein receptor 1,16007,147,2.54 [1.69-3.81],6.675257074101499e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,ATRAID,All-trans retinoic acid-induced differentiation factor,14062,125,2.17 [1.47-3.22],0.0001091270467653
Chapter XI Diseases of the digestive system,Chronic gastritis,B2M,Beta-2-microglobulin,14155,125,1.61 [1.21-2.14],0.0010856532550788
Chapter XI Diseases of the digestive system,Chronic gastritis,B4GALT1,"Beta-1,4-galactosyltransferase 1",16212,149,2.00 [1.22-3.28],0.0059743017228207
Chapter XI Diseases of the digestive system,Chronic gastritis,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,15802,143,1.42 [1.15-1.75],0.0010206004110632
Chapter XI Diseases of the digestive system,Chronic gastritis,BGLAP,Osteocalcin,14139,124,1.30 [1.08-1.57],0.0054885683401316
Chapter XI Diseases of the digestive system,Chronic gastritis,BMPER,BMP-binding endothelial regulator protein,13849,120,2.51 [1.31-4.82],0.005793815624514
Chapter XI Diseases of the digestive system,Chronic gastritis,BSG,Basigin,16271,148,2.97 [1.53-5.75],0.0012329279450603
Chapter XI Diseases of the digestive system,Chronic gastritis,BST2,Bone marrow stromal antigen 2,16272,146,1.66 [1.32-2.10],1.723223313372386e-05
Chapter XI Diseases of the digestive system,Chronic gastritis,BTN2A1,Butyrophilin subfamily 2 member A1,16212,149,2.27 [1.40-3.67],0.0008699613219995
Chapter XI Diseases of the digestive system,Chronic gastritis,C1QA,Complement C1q subcomponent subunit A,16216,148,2.50 [1.35-4.62],0.0035569562882389
Chapter XI Diseases of the digestive system,Chronic gastritis,CA12,Carbonic anhydrase 12,16089,147,1.77 [1.17-2.67],0.006384453047902
Chapter XI Diseases of the digestive system,Chronic gastritis,CCDC80,Coiled-coil domain-containing protein 80,16139,150,1.78 [1.25-2.54],0.0015286764576351
Chapter XI Diseases of the digestive system,Chronic gastritis,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,13790,120,1.43 [1.11-1.84],0.0049721880120857
Chapter XI Diseases of the digestive system,Chronic gastritis,CCL11,Eotaxin,16297,148,1.71 [1.15-2.54],0.0074216446483964
Chapter XI Diseases of the digestive system,Chronic gastritis,CCL16,C-C motif chemokine 16,16343,150,1.49 [1.12-1.98],0.0059405333631487
Chapter XI Diseases of the digestive system,Chronic gastritis,CCL17,C-C motif chemokine 17,16108,149,1.23 [1.05-1.43],0.009296164754843
Chapter XI Diseases of the digestive system,Chronic gastritis,CCL20,C-C motif chemokine 20,16297,148,1.21 [1.06-1.39],0.0052463881384179
Chapter XI Diseases of the digestive system,Chronic gastritis,CCL28,C-C motif chemokine 28,16041,146,1.37 [1.09-1.71],0.0060699593446832
Chapter XI Diseases of the digestive system,Chronic gastritis,CCN3,CCN family member 3,16316,149,1.96 [1.37-2.81],0.0002489162714477
Chapter XI Diseases of the digestive system,Chronic gastritis,CCN5,CCN family member 5,16165,147,1.64 [1.17-2.31],0.0043467725209456
Chapter XI Diseases of the digestive system,Chronic gastritis,CD14,Monocyte differentiation antigen CD14,15856,144,1.70 [1.21-2.38],0.0020607243316466
