Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
DHPS,Deoxyhypusine synthase,Lifestyle factors,X1050.Time spend outdoors in summer,39869,0.00364491981271916,0.0229621635969162,-0.0413609208372365,0.0486507604626749,0.873877753237814
DHPS,Deoxyhypusine synthase,Lifestyle factors,X1060.Time spent outdoors in winter,34782,0.0371185039195401,0.0258223171387685,-0.013493237672446,0.0877302455115263,0.150596815128971
DHPS,Deoxyhypusine synthase,Physical activities,X1070.Time spent watching television (TV),41952,0.0399320394686426,0.0231413296828435,-0.0054249667097306,0.0852890456470158,0.0844317373246348
DHPS,Deoxyhypusine synthase,Physical activities,X1080.Time spent using computer,34774,-0.0118565365289562,0.0239772553158189,-0.0588519569479613,0.0351388838900489,0.620962598720011
DHPS,Deoxyhypusine synthase,Physical activities,X1090.Time spent driving,30196,-0.0599172016513855,0.0258010247214626,-0.110487210105452,-0.00934719319731882,0.0202244858200868
DHPS,Deoxyhypusine synthase,Lifestyle factors,X1160.Sleep duration,44179,0.0141851268861463,0.0210230722921593,-0.0270200948064859,0.0553903485787785,0.499843921503743
DHPS,Deoxyhypusine synthase,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,14394,-0.00822448389610168,0.0113856666786828,-0.03054039058632,0.0140914227941166,0.470088497915329
DHPS,Deoxyhypusine synthase,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,14394,0.00940062255368985,0.0111193435382321,-0.012393290781245,0.0311945358886247,0.397885070470695
DHPS,Deoxyhypusine synthase,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,14394,-0.0221734117285157,0.0126315934606285,-0.0469313349113476,0.00258451145431617,0.0792133857904784
DHPS,Deoxyhypusine synthase,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,14394,0.00476485060868252,0.0129246963762228,-0.0205675542887143,0.0300972555060793,0.712384746229846
DHPS,Deoxyhypusine synthase,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,14394,0.00611572657878889,0.0131318485888897,-0.019622696655435,0.0318541498130128,0.641425056593575
DHPS,Deoxyhypusine synthase,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,14394,-0.0498598941303348,0.0280219059907675,-0.104782829872239,0.00506304161156938,0.0752086849595403
