Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
RNASE6,Ribonuclease K6,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,Inverse variance weighted,20,0.80 [0.70-0.92],0.0021313530998376
RNASE6,Ribonuclease K6,Chapter XI Diseases of the digestive system,Other diseases of biliary tract,Inverse variance weighted,20,1.26 [1.11-1.44],0.0004445585942306
