Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
IL1RL1,Interleukin-1 receptor-like 1,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",Inverse variance weighted,66,0.95 [0.93-0.98],0.0003200991907594
IL1RL1,Interleukin-1 receptor-like 1,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,66,0.96 [0.94-0.98],0.0002075913564616
