Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
PDAP1,28 kDa heat- and acid-stable phosphoprotein,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",23849,1162,1.10 [1.04-1.17],0.0008107154410715
PDAP1,28 kDa heat- and acid-stable phosphoprotein,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,16897,1430,1.09 [1.04-1.15],0.0006813501986727
PDAP1,28 kDa heat- and acid-stable phosphoprotein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,23333,2598,1.08 [1.04-1.12],7.031361071299003e-05
PDAP1,28 kDa heat- and acid-stable phosphoprotein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,23866,1085,1.18 [1.11-1.25],8.913510775091244e-08
PDAP1,28 kDa heat- and acid-stable phosphoprotein,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,22090,2760,1.07 [1.03-1.11],0.0004330066755179
PDAP1,28 kDa heat- and acid-stable phosphoprotein,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,23450,4120,1.06 [1.03-1.09],0.0001584434219701
PDAP1,28 kDa heat- and acid-stable phosphoprotein,Chapter X Diseases of the respiratory system,Bronchiectasis,20916,356,1.22 [1.10-1.35],0.000179255203898
PDAP1,28 kDa heat- and acid-stable phosphoprotein,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,23195,2635,1.08 [1.04-1.12],0.0001657876142025
PDAP1,28 kDa heat- and acid-stable phosphoprotein,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,22362,4535,1.08 [1.04-1.11],9.469273430531264e-07
PDAP1,28 kDa heat- and acid-stable phosphoprotein,Chapter X Diseases of the respiratory system,Emphysema,20795,235,1.29 [1.13-1.46],9.29827086873888e-05
