Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
BMP6,Bone morphogenetic protein 6,Chapter II Neoplasms,Leiomyoma of uterus,26242,583,1.44 [1.21-1.72],4.798089215447344e-05
BMP6,Bone morphogenetic protein 6,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of spleen,26634,66,3.32 [2.21-4.98],8.186321786744822e-09
BMP6,Bone morphogenetic protein 6,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,26219,2948,1.17 [1.08-1.27],6.663173309703268e-05
BMP6,Bone morphogenetic protein 6,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,26654,1533,1.21 [1.09-1.35],0.0005031663848271
BMP6,Bone morphogenetic protein 6,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,26654,1533,1.21 [1.09-1.35],0.0005031663848271
BMP6,Bone morphogenetic protein 6,"Chapter IV Endocrine, nutritional and metabolic diseases",Fluid overload,21881,205,1.69 [1.26-2.28],0.0005202362160735
BMP6,Bone morphogenetic protein 6,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,26318,1495,1.31 [1.17-1.46],1.8593039274643463e-06
BMP6,Bone morphogenetic protein 6,Chapter IX Diseases of the circulatory system,"Heart failure, strict",27139,855,1.34 [1.15-1.55],0.0001005899285743
BMP6,Bone morphogenetic protein 6,Chapter IX Diseases of the circulatory system,"Hypertension, portal",27125,43,3.01 [1.77-5.11],4.463073388290845e-05
BMP6,Bone morphogenetic protein 6,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,19110,107,2.31 [1.59-3.36],1.1086687533548098e-05
BMP6,Bone morphogenetic protein 6,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",26517,1682,1.24 [1.11-1.37],6.422865222305529e-05
BMP6,Bone morphogenetic protein 6,Chapter IX Diseases of the circulatory system,Left bundle-branch block,23910,297,1.59 [1.24-2.04],0.0002323007160548
BMP6,Bone morphogenetic protein 6,Chapter IX Diseases of the circulatory system,Varicose veins,25952,464,1.44 [1.18-1.75],0.0003118434711161
BMP6,Bone morphogenetic protein 6,Chapter XI Diseases of the digestive system,Acute appendicitis,27052,145,0.60 [0.45-0.80],0.000530333294825
BMP6,Bone morphogenetic protein 6,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",27154,72,2.80 [1.85-4.23],1.0137922086333338e-06
BMP6,Bone morphogenetic protein 6,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,26420,92,2.77 [1.92-4.01],5.378869829567135e-08
BMP6,Bone morphogenetic protein 6,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Fibroblastic disorders,23274,175,0.63 [0.48-0.83],0.0009678207959944
BMP6,Bone morphogenetic protein 6,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",27221,220,1.63 [1.22-2.16],0.0008376236851799
BMP6,Bone morphogenetic protein 6,Chapter XIV Diseases of the genitourinary system,Acute renal failure,26158,1254,1.39 [1.23-1.56],1.0960295646560484e-07
BMP6,Bone morphogenetic protein 6,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,26394,1490,1.43 [1.28-1.60],2.6608446344682526e-10
BMP6,Bone morphogenetic protein 6,Chapter XIV Diseases of the genitourinary system,Dialysis,24959,55,2.58 [1.59-4.21],0.0001378225770151
BMP6,Bone morphogenetic protein 6,Chapter XIV Diseases of the genitourinary system,Genitourinary diseases,21183,5045,1.12 [1.05-1.19],0.0002340146071396
BMP6,Bone morphogenetic protein 6,Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,27045,65,2.78 [1.80-4.28],3.6941422434252833e-06
BMP6,Bone morphogenetic protein 6,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,27038,2465,1.32 [1.21-1.44],1.6095316535823748e-10
