Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
RAB2B,Ras-related protein Rab-2B,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,23741,46,1.90 [1.30-2.77],0.0009031655185776
RAB2B,Ras-related protein Rab-2B,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,23728,1084,1.22 [1.11-1.33],2.737581280054134e-05
RAB2B,Ras-related protein Rab-2B,Chapter X Diseases of the respiratory system,Bronchiectasis,20804,352,1.32 [1.13-1.55],0.0006341852979345
