Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
TANK,TRAF family member-associated NF-kappa-B activator,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,11998,599,0.80 [0.71-0.90],0.0001838312791289
