Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Gastric ulcer,ANXA10,Annexin A10,20399,142,1.67 [1.46-1.92],2.518967579607452e-13
Chapter XI Diseases of the digestive system,Gastric ulcer,ASGR1,Asialoglycoprotein receptor 1,20774,148,2.85 [1.83-4.42],3.13330287859942e-06
Chapter XI Diseases of the digestive system,Gastric ulcer,CA9,Carbonic anhydrase 9,21082,148,1.87 [1.43-2.44],4.2827672549287775e-06
Chapter XI Diseases of the digestive system,Gastric ulcer,CBLIF,Cobalamin binding intrinsic factor,20845,146,1.68 [1.38-2.04],2.2160617984432037e-07
Chapter XI Diseases of the digestive system,Gastric ulcer,CHGA,Chromogranin-A,18231,127,2.24 [1.97-2.53],5.32985669480626e-37
Chapter XI Diseases of the digestive system,Gastric ulcer,CPM,Carboxypeptidase M,20996,148,2.14 [1.47-3.10],6.23037661512801e-05
Chapter XI Diseases of the digestive system,Gastric ulcer,GAST,Gastrin,18220,129,1.79 [1.63-1.96],1.0091851975121887e-34
Chapter XI Diseases of the digestive system,Gastric ulcer,GDF15,Growth/differentiation factor 15,21154,147,1.85 [1.51-2.27],3.893988516187442e-09
Chapter XI Diseases of the digestive system,Gastric ulcer,HAVCR1,Hepatitis A virus cellular receptor 1,21050,148,1.54 [1.25-1.90],4.0560305825745965e-05
Chapter XI Diseases of the digestive system,Gastric ulcer,IL15,Interleukin-15,20860,149,2.23 [1.52-3.28],4.656095532870077e-05
Chapter XI Diseases of the digestive system,Gastric ulcer,INSL5,Insulin-like peptide INSL5,18155,127,1.41 [1.20-1.64],1.830827411889281e-05
Chapter XI Diseases of the digestive system,Gastric ulcer,LGALS9,Galectin-9,20894,149,2.42 [1.60-3.66],3.0213442084397163e-05
Chapter XI Diseases of the digestive system,Gastric ulcer,LIPF,Gastric triacylglycerol lipase,17778,123,1.86 [1.48-2.33],8.455402982244128e-08
Chapter XI Diseases of the digestive system,Gastric ulcer,MEP1A,Meprin A subunit alpha,18155,127,1.65 [1.34-2.03],2.5716437774296786e-06
Chapter XI Diseases of the digestive system,Gastric ulcer,PGA4,Pepsin A-4,18251,127,3.17 [2.57-3.90],1.5831166888077826e-27
Chapter XI Diseases of the digestive system,Gastric ulcer,SCG3,Secretogranin-3,20937,149,2.43 [1.59-3.70],3.8361912003664016e-05
Chapter XI Diseases of the digestive system,Gastric ulcer,SCT,Secretin,17752,125,0.34 [0.23-0.52],2.8381298317490544e-07
Chapter XI Diseases of the digestive system,Gastric ulcer,TFF2,Trefoil factor 2,20966,149,1.76 [1.42-2.17],1.975723241980742e-07
Chapter XI Diseases of the digestive system,Gastric ulcer,VSIG2,V-set and immunoglobulin domain-containing protein 2,18148,126,3.43 [2.79-4.20],2.0160904943278529e-32
Chapter XI Diseases of the digestive system,Gastric ulcer,VSIG4,V-set and immunoglobulin domain-containing protein 4,20873,146,1.98 [1.45-2.70],1.960267836347084e-05
