Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,ANXA10,Annexin A10,20389,132,1.74 [1.51-2.00],1.1336495404392182e-14
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,BST2,Bone marrow stromal antigen 2,21075,135,1.61 [1.29-2.01],2.177428019047965e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,C1QA,Complement C1q subcomponent subunit A,20998,135,4.17 [2.15-8.09],2.2910385985367386e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CA9,Carbonic anhydrase 9,21070,136,2.14 [1.64-2.79],2.657257540755485e-08
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CBLIF,Cobalamin binding intrinsic factor,20834,135,2.32 [1.92-2.82],9.812676369511458e-18
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CCL21,C-C motif chemokine 21,20988,137,1.61 [1.28-2.04],5.230148329590337e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD300C,CMRF35-like molecule 6,21075,135,2.56 [1.73-3.81],3.1226654384543963e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CHGA,Chromogranin-A,18226,122,2.95 [2.61-3.34],3.870566076845264e-67
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CNDP1,Beta-Ala-His dipeptidase,20953,137,0.57 [0.43-0.75],8.947882640828948e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,DGCR6,Protein DGCR6,17648,116,1.60 [1.26-2.02],9.90854350372015e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,FGF23,Fibroblast growth factor 23,21037,136,1.48 [1.22-1.79],5.171457232168112e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,FGFR2,Fibroblast growth factor receptor 2,20960,136,4.47 [2.42-8.26],1.8219912912209548e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,GAST,Gastrin,18213,122,2.07 [1.88-2.27],2.345172637123037e-51
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,GDF15,Growth/differentiation factor 15,21144,137,1.96 [1.57-2.45],2.852582450640477e-09
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,GPRC5C,G-protein coupled receptor family C group 5 member C,18143,121,1.64 [1.34-2.02],1.766083044038164e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,HAVCR2,Hepatitis A virus cellular receptor 2,20896,135,2.27 [1.52-3.38],5.882878962966739e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,IL2RA,Interleukin-2 receptor subunit alpha,20727,130,2.08 [1.48-2.91],2.151853051484852e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,LIPF,Gastric triacylglycerol lipase,17773,118,2.35 [1.89-2.93],1.635999478762677e-14
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,LRRC25,Leucine-rich repeat-containing protein 25,20815,132,1.89 [1.38-2.60],8.576008872556316e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,LTBP3,Latent-transforming growth factor beta-binding protein 3,20414,133,1.54 [1.26-1.89],3.0379391300704924e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,MN1,Transcriptional activator MN1,17746,119,1.57 [1.29-1.92],7.250230307429897e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,MYL6B,Myosin light chain 6B,17746,119,1.39 [1.22-1.59],7.677531184409999e-07
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,PGA4,Pepsin A-4,18243,119,4.56 [3.71-5.60],5.045755500540436e-47
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,PTGDS,Prostaglandin-H2 D-isomerase,20706,135,2.34 [1.54-3.55],6.12609592658526e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,SCG3,Secretogranin-3,20924,136,3.42 [2.20-5.31],4.720438624392966e-08
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,SCT,Secretin,17746,119,0.18 [0.12-0.28],2.7751014379768512e-15
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,TFF2,Trefoil factor 2,20953,136,1.73 [1.38-2.18],2.49541432341082e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,21075,136,2.18 [1.57-3.02],3.131343482753236e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,VSIG2,V-set and immunoglobulin domain-containing protein 2,18143,121,4.91 [4.00-6.02],1.532252522885795e-52
