Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diseases of the digestive system,A1BG,Alpha-1B-glycoprotein,23052,262,3.27 [1.65-6.51],0.0007175907575232
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABHD14B,Protein ABHD14B,26092,310,1.19 [1.00-1.41],0.0491987971304326
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABL1,Tyrosine-protein kinase ABL1,26246,311,1.18 [1.03-1.36],0.0211370795461409
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABRAXAS2,BRISC complex subunit Abraxas 2,22270,254,1.39 [1.17-1.65],0.0001782928601187
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",25756,298,1.17 [1.04-1.32],0.0088846636120741
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",23005,261,1.23 [1.09-1.39],0.0010957093144615
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACE,Angiotensin-converting enzyme,23017,262,1.59 [1.01-2.50],0.0472326737933588
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACE2,Angiotensin-converting enzyme 2,25880,308,1.32 [1.10-1.58],0.0031331538397217
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACOT13,Acyl-coenzyme A thioesterase 13,22891,258,1.21 [1.09-1.35],0.0003357398678261
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACP5,Tartrate-resistant acid phosphatase type 5,26484,312,1.47 [1.10-1.97],0.0091296064249684
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACP6,Lysophosphatidic acid phosphatase type 6,26533,311,1.18 [1.01-1.39],0.0406373306706446
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACRBP,Acrosin-binding protein,22881,258,1.47 [1.13-1.91],0.0039284075114772
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACRV1,Acrosomal protein SP-10,22340,259,1.37 [1.00-1.88],0.0489211465024828
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACTA2,"Actin, aortic smooth muscle",25880,308,1.33 [1.10-1.61],0.0031323002219406
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACVRL1,Serine/threonine-protein kinase receptor R3,26136,310,2.50 [1.74-3.60],8.194667688352651e-07
