Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
LRPAP1,Alpha-2-macroglobulin receptor-associated protein,Chapter II Neoplasms,"Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)",23433,680,1.22 [1.10-1.35],0.000214311802145
LRPAP1,Alpha-2-macroglobulin receptor-associated protein,Chapter V Mental and behavioural disorders,Any mental disorder,43929,1316,1.19 [1.10-1.29],7.928698580039777e-06
LRPAP1,Alpha-2-macroglobulin receptor-associated protein,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",43265,652,1.28 [1.15-1.41],3.103734495446536e-06
LRPAP1,Alpha-2-macroglobulin receptor-associated protein,Chapter V Mental and behavioural disorders,Depression,48709,571,1.27 [1.14-1.41],2.4217187316642007e-05
LRPAP1,Alpha-2-macroglobulin receptor-associated protein,Chapter V Mental and behavioural disorders,Depression or dysthymia,42752,496,1.30 [1.16-1.46],6.98316883249592e-06
LRPAP1,Alpha-2-macroglobulin receptor-associated protein,Chapter XI Diseases of the digestive system,Gastrointestinal diseases,35297,11738,1.06 [1.03-1.10],0.0004892142823778
LRPAP1,Alpha-2-macroglobulin receptor-associated protein,Chapter XI Diseases of the digestive system,Other functional intestinal disorders,37178,582,1.22 [1.09-1.36],0.0004677840716081
LRPAP1,Alpha-2-macroglobulin receptor-associated protein,Chapter XI Diseases of the digestive system,Constipation,48616,522,1.23 [1.09-1.38],0.0005750321223497
LRPAP1,Alpha-2-macroglobulin receptor-associated protein,Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,36738,142,1.48 [1.22-1.80],9.312694784433236e-05
LRPAP1,Alpha-2-macroglobulin receptor-associated protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,46800,2439,1.12 [1.06-1.19],0.0001478870144995
LRPAP1,Alpha-2-macroglobulin receptor-associated protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",51598,279,1.34 [1.15-1.55],0.0001335843942264
LRPAP1,Alpha-2-macroglobulin receptor-associated protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other soft tissue disorders, not elsewhere classified",45255,894,1.17 [1.07-1.29],0.000817690701102
