Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
TPM3,Tropomyosin alpha-3 chain,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,28312,1281,1.33 [1.19-1.50],1.4642119077730154e-06
TPM3,Tropomyosin alpha-3 chain,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,39381,200,1.61 [1.27-2.03],7.125296199336945e-05
TPM3,Tropomyosin alpha-3 chain,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,39361,180,1.59 [1.24-2.04],0.000266780027826
TPM3,Tropomyosin alpha-3 chain,Chapter VI Diseases of the nervous system,Neurological diseases,37253,2491,1.22 [1.12-1.32],4.289888030972826e-06
TPM3,Tropomyosin alpha-3 chain,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,30623,5403,1.15 [1.07-1.23],0.0001510688120716
TPM3,Tropomyosin alpha-3 chain,Chapter IX Diseases of the circulatory system,"Hypertension, essential",32287,3716,1.16 [1.07-1.25],0.0003084192482417
TPM3,Tropomyosin alpha-3 chain,Chapter IX Diseases of the circulatory system,Hypertension,32326,3755,1.17 [1.08-1.26],0.0001304582508587
TPM3,Tropomyosin alpha-3 chain,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,28660,89,2.04 [1.51-2.76],2.993822684464737e-06
TPM3,Tropomyosin alpha-3 chain,Chapter XI Diseases of the digestive system,Other diseases of intestine,31047,468,1.36 [1.14-1.62],0.000775148058087
TPM3,Tropomyosin alpha-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,31206,6718,1.15 [1.09-1.23],3.437607187320636e-06
TPM3,Tropomyosin alpha-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,33921,3905,1.15 [1.07-1.24],0.0001783608859715
TPM3,Tropomyosin alpha-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spinal stenosis,37485,146,1.77 [1.37-2.28],9.60630415922289e-06
TPM3,Tropomyosin alpha-3 chain,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,39103,357,1.42 [1.17-1.73],0.0003789248896208
TPM3,Tropomyosin alpha-3 chain,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,39328,76,1.80 [1.28-2.55],0.0008435486514315
TPM3,Tropomyosin alpha-3 chain,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,39344,92,1.85 [1.36-2.51],9.396269482300136e-05
