Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
RBKS,Ribokinase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,47100,677,0.80 [0.70-0.91],0.0007134378288163
RBKS,Ribokinase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,47100,677,0.80 [0.70-0.91],0.0007134378288163
RBKS,Ribokinase,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,40619,2299,1.18 [1.09-1.27],3.605383746042254e-05
RBKS,Ribokinase,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,40280,1960,1.15 [1.06-1.25],0.0009959132370374
RBKS,Ribokinase,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,40133,1813,1.16 [1.06-1.26],0.0007480685272858
RBKS,Ribokinase,Chapter V Mental and behavioural disorders,Alcohol dependence,46842,138,1.65 [1.24-2.21],0.0006528270516691
RBKS,Ribokinase,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Background diabetic retinopathy,49613,101,0.61 [0.47-0.80],0.000265976837056
RBKS,Ribokinase,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic maculopathy,4278,101,0.52 [0.38-0.69],1.1142251446495987e-05
RBKS,Ribokinase,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",45436,101,0.62 [0.47-0.81],0.0004030931943821
RBKS,Ribokinase,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,35604,6389,1.11 [1.05-1.17],0.0001521203839494
RBKS,Ribokinase,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,33213,147,0.65 [0.52-0.82],0.0002506173758584
RBKS,Ribokinase,Chapter XI Diseases of the digestive system,Diseases of liver,48675,246,1.93 [1.57-2.36],2.3714856401702387e-10
RBKS,Ribokinase,Chapter XI Diseases of the digestive system,Other diseases of liver,48565,136,1.79 [1.36-2.36],3.696660524834975e-05
