Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,Chapter XI Diseases of the digestive system,Diseases of liver,22522,89,0.38 [0.24-0.61],6.015644288765324e-05
GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",22688,185,2.77 [1.67-4.59],7.514004381066446e-05
