Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
TLR1,Toll-like receptor 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,21012,869,1.77 [1.41-2.23],9.99822826678304e-07
TLR1,Toll-like receptor 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,22206,347,2.07 [1.46-2.94],4.239265224676149e-05
TLR1,Toll-like receptor 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,22196,337,2.08 [1.46-2.97],4.590244108187339e-05
TLR1,Toll-like receptor 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,17503,258,2.42 [1.64-3.56],7.482120632211451e-06
