Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",23555,80,1.39 [1.07-1.80],0.0147857399186643
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,24039,1003,0.85 [0.74-0.98],0.026955465551736
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter II Neoplasms,"Benign neoplasm: Colon, unspecified",24104,46,0.34 [0.13-0.90],0.0295681623011295
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",20915,101,1.46 [1.18-1.80],0.0004156618826847
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",20914,342,0.76 [0.58-1.00],0.0476031640018347
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter IX Diseases of the circulatory system,Conduction disorders,22300,472,1.16 [1.00-1.33],0.0486271812505723
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter IX Diseases of the circulatory system,Endocarditis,21869,41,1.51 [1.12-2.05],0.0076765939653213
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",18712,80,1.32 [1.03-1.70],0.0295964502083085
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,23590,128,1.40 [1.15-1.70],0.0009047473643258
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter IX Diseases of the circulatory system,Other diseases of pericardium,21942,114,1.28 [1.02-1.61],0.0346646390160418
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,22348,520,1.21 [1.06-1.37],0.0032606265035229
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,24134,284,1.22 [1.03-1.45],0.0217110701644447
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter IX Diseases of the circulatory system,Right bundle-branch block,21978,150,1.36 [1.12-1.65],0.0017271988628982
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter IX Diseases of the circulatory system,Secondary right heart disease,23769,134,1.27 [1.01-1.61],0.0447876823494552
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter IX Diseases of the circulatory system,Sequelae of cerebrovascular disease,23552,103,1.31 [1.04-1.66],0.0237330733141972
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,24087,68,1.34 [1.02-1.76],0.0373658524114672
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter VIII Diseases of the ear and mastoid process,Diseases of middle ear and mastoid,24062,124,1.26 [1.00-1.59],0.0461739877973669
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter VIII Diseases of the ear and mastoid process,Labyrinthitis,23987,50,1.52 [1.18-1.96],0.0012790714405411
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter X Diseases of the respiratory system,All influenza,23029,68,1.36 [1.06-1.75],0.0174238506811776
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter X Diseases of the respiratory system,All influenza (not pneumonia),23028,67,1.35 [1.05-1.75],0.0202609006826851
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter X Diseases of the respiratory system,Bronchiectasis,21490,155,1.27 [1.05-1.54],0.0129256725251191
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter X Diseases of the respiratory system,Later onset COPD,22895,177,1.26 [1.03-1.54],0.0237629747804116
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter XI Diseases of the digestive system,Acute gastritis,19305,61,0.36 [0.16-0.85],0.018772124115393
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter XI Diseases of the digestive system,Alcoholic liver disease,23490,76,1.32 [1.00-1.73],0.0491252925304547
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter XI Diseases of the digestive system,"Cholangitis (primary sclerosing, PSC), with reimbursement 202",23813,49,1.36 [1.01-1.84],0.0461815999036753
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,23321,117,1.35 [1.11-1.65],0.0033823078871748
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter XI Diseases of the digestive system,Other diseases of intestines,22719,4286,0.94 [0.88-1.00],0.043077386973264
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter XI Diseases of the digestive system,Other disorders of teeth and supporting structures,23356,152,1.29 [1.06-1.57],0.010854774185121
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,18795,342,1.22 [1.02-1.45],0.0253346791818721
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",24124,332,1.22 [1.02-1.45],0.0291586316816059
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Postprocedural musculoskeletal disorders, not elsewhere classified",24106,45,1.40 [1.03-1.91],0.0320258191899017
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter XIV Diseases of the genitourinary system,"Other cystitis, drug-induced",24167,40,1.42 [1.04-1.93],0.0257432049526646
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter XIV Diseases of the genitourinary system,"Other noninflammatory disorders of uterus, except cervix",9916,204,0.69 [0.48-0.99],0.0453948755925849
GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,Chapter XIV Diseases of the genitourinary system,Unspecified renal colic,23694,61,1.36 [1.01-1.84],0.0417718342387689
