Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
BABAM1,BRISC and BRCA1-A complex member 1,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,21989,244,1.45 [1.04-2.04],0.0292993583861503
BABAM1,BRISC and BRCA1-A complex member 1,Chapter II Neoplasms,"Carcinoma in situ of breast, intraductal",11358,82,0.37 [0.16-0.85],0.0201947170652119
BABAM1,BRISC and BRCA1-A complex member 1,Chapter II Neoplasms,"Diffuse large B-cell lymphoma, excluding all cancers (controls excluding all cancers)",20635,29,2.29 [1.08-4.87],0.0313576763180297
BABAM1,BRISC and BRCA1-A complex member 1,Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",20687,81,2.19 [1.37-3.50],0.0010712706851863
BABAM1,BRISC and BRCA1-A complex member 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,23675,262,1.41 [1.00-1.98],0.0491935483498588
BABAM1,BRISC and BRCA1-A complex member 1,Chapter IX Diseases of the circulatory system,Other embolism and thrombosis,22812,46,2.44 [1.49-4.00],0.000419115179975
BABAM1,BRISC and BRCA1-A complex member 1,Chapter VI Diseases of the nervous system,Cerebral cysts,23613,173,1.80 [1.26-2.56],0.0011883938625527
BABAM1,BRISC and BRCA1-A complex member 1,Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,22480,74,1.78 [1.05-3.01],0.0320894224245725
BABAM1,BRISC and BRCA1-A complex member 1,Chapter VI Diseases of the nervous system,Neurological diseases,22665,2636,1.13 [1.00-1.28],0.0420204778922923
BABAM1,BRISC and BRCA1-A complex member 1,Chapter VI Diseases of the nervous system,"Other and unspecified nerve root and plexus disorders, also in other diseases",22744,338,0.67 [0.45-1.00],0.047401221047755
BABAM1,BRISC and BRCA1-A complex member 1,Chapter VI Diseases of the nervous system,Other neurological diseases,23821,381,1.37 [1.03-1.83],0.032976270884956
BABAM1,BRISC and BRCA1-A complex member 1,Chapter VI Diseases of the nervous system,Postviral fatigue syndrome,23494,54,2.27 [1.35-3.81],0.0020980815105741
BABAM1,BRISC and BRCA1-A complex member 1,Chapter VI Diseases of the nervous system,Trigeminal neuralgia,22434,28,2.27 [1.13-4.57],0.0214846103351524
