Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,23739,68,1.38 [1.10-1.75],0.0062193232561798
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter II Neoplasms,Benign neoplasm: Caecum,23830,171,0.75 [0.56-0.99],0.0427010681441403
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter II Neoplasms,"Carcinoma in situ of breast, intraductal",11347,80,0.60 [0.38-0.94],0.0267773891971627
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified aplastic anaemias,22626,48,1.52 [1.19-1.94],0.0007690600009767
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,23493,1437,0.92 [0.84-1.00],0.0402277062341134
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter IX Diseases of the circulatory system,Oesophageal varices,22720,31,1.44 [1.06-1.96],0.0192407990467994
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter IX Diseases of the circulatory system,Pulmonary embolism,23608,288,0.81 [0.66-1.00],0.0467916141201541
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter VI Diseases of the nervous system,Cerebral cysts,23532,178,1.22 [1.02-1.45],0.0253033469130184
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter VI Diseases of the nervous system,Episodal and paroxysmal disorders,23421,1146,0.90 [0.82-0.99],0.0234420806113683
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter VI Diseases of the nervous system,Trigeminal neuralgia,22341,28,0.36 [0.15-0.87],0.022650707529081
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other and unspecified disorders of vitreous body,23733,62,1.33 [1.02-1.72],0.0339309079290889
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of iris and ciliary body,23653,35,0.46 [0.22-0.99],0.045702297419339
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,23664,55,1.36 [1.03-1.79],0.0303042950951255
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter X Diseases of the respiratory system,Allergic rhinitis,23718,274,0.80 [0.65-0.99],0.0396713551195946
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter X Diseases of the respiratory system,"Bronchitis, not specified as acute or chronic",21071,35,0.36 [0.16-0.79],0.0113374826458539
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter X Diseases of the respiratory system,Vasomotor and allergic rhinitis,22765,274,0.80 [0.64-0.99],0.0374970446907418
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter XI Diseases of the digestive system,Diaphragmatic hernia,22034,1561,0.92 [0.85-0.99],0.0332045036891582
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,20953,1958,0.87 [0.81-0.94],0.0003686182056218
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter XI Diseases of the digestive system,Hernia,22834,2361,0.92 [0.86-0.98],0.0143152610085023
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter XI Diseases of the digestive system,Other diseases of intestines,22406,4230,0.95 [0.91-1.00],0.0460423104298491
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter XI Diseases of the digestive system,Ulcerative colitis,22563,133,0.72 [0.52-1.00],0.0494162179617757
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,18205,26,1.48 [1.07-2.03],0.0164476886318066
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other disorders of the musculoskeletal system and connective tissue,23810,75,0.61 [0.38-0.97],0.0386508704878583
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polymyalgia rheumatica,23413,74,1.30 [1.02-1.66],0.033608750793785
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sicca syndrome [Sjgren],23417,78,1.32 [1.04-1.66],0.0219040729108879
GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondyloarthritis,22596,166,1.23 [1.03-1.47],0.0201226246331346
