Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
RELB,Transcription factor RelB,Chapter XI Diseases of the digestive system,Barrett oesophagus,14023,420,1.42 [1.24-1.64],8.62742710481375e-07
RELB,Transcription factor RelB,Chapter XI Diseases of the digestive system,Other diseases of oesophagus,14244,641,1.30 [1.15-1.47],3.0897128749627264e-05
