Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
ICOSLG,ICOS ligand,Chapter II Neoplasms,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, excluding all cancers (controls excluding all cancers)",16459,71,9.26 [3.38-25.33],1.463058921376586e-05
ICOSLG,ICOS ligand,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,22888,355,3.00 [1.86-4.82],6.041909555981412e-06
ICOSLG,ICOS ligand,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",22825,292,3.71 [2.21-6.24],7.269703757936024e-07
ICOSLG,ICOS ligand,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with renal complications,2447,76,9.70 [3.93-23.92],8.039488086749747e-07
ICOSLG,ICOS ligand,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,21074,2747,0.69 [0.58-0.82],3.781843173873774e-05
ICOSLG,ICOS ligand,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,12050,210,3.91 [2.07-7.41],2.8095357214756464e-05
ICOSLG,ICOS ligand,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic nephropathy, excluding more controls",2451,77,7.26 [2.92-18.08],2.0168539390782755e-05
ICOSLG,ICOS ligand,Chapter XIV Diseases of the genitourinary system,Acute renal failure,21556,2253,1.56 [1.29-1.90],6.5052799090474974e-06
ICOSLG,ICOS ligand,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,21634,2331,2.44 [2.02-2.94],1.1980127324836596e-20
ICOSLG,ICOS ligand,Chapter XIV Diseases of the genitourinary system,Chronic nephritic syndrome,22832,132,6.95 [3.36-14.36],1.6749207629460998e-07
ICOSLG,ICOS ligand,Chapter XIV Diseases of the genitourinary system,Dialysis,19399,96,20.86 [9.50-45.81],3.834056324351954e-14
ICOSLG,ICOS ligand,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,22776,3751,1.64 [1.41-1.91],1.0418253010211615e-10
