Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other sleep disorders,CALCA,Calcitonin,21295,156,1.48 [1.26-1.73],8.838073924081543e-07
Chapter VI Diseases of the nervous system,Other sleep disorders,CGA,Glycoprotein hormones alpha chain,21539,161,0.73 [0.63-0.84],6.801610024371612e-06
Chapter VI Diseases of the nervous system,Other sleep disorders,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",18739,131,1.98 [1.47-2.65],5.10992893484935e-06
Chapter VI Diseases of the nervous system,Other sleep disorders,CLEC3B,Tetranectin,18362,130,0.19 [0.09-0.39],7.21114010769148e-06
Chapter VI Diseases of the nervous system,Other sleep disorders,FABP3,"Fatty acid-binding protein, heart",18776,134,1.74 [1.37-2.20],4.045563323687289e-06
Chapter VI Diseases of the nervous system,Other sleep disorders,FSHB,Follitropin subunit beta,18317,132,0.66 [0.55-0.79],9.734836458225096e-06
Chapter VI Diseases of the nervous system,Other sleep disorders,GDF15,Growth/differentiation factor 15,21783,161,1.71 [1.35-2.15],6.987062773487864e-06
Chapter VI Diseases of the nervous system,Other sleep disorders,MB,Myoglobin,21783,161,1.69 [1.38-2.06],2.99381141919507e-07
Chapter VI Diseases of the nervous system,Other sleep disorders,MMP3,Stromelysin-1,21539,161,1.71 [1.39-2.11],5.049987315458483e-07
Chapter VI Diseases of the nervous system,Other sleep disorders,MYBPC2,"Myosin-binding protein C, fast-type",18317,132,1.42 [1.25-1.62],8.107522195476427e-08
Chapter VI Diseases of the nervous system,Other sleep disorders,PROK1,Prokineticin-1,21458,157,1.52 [1.28-1.81],2.4146388126127342e-06
Chapter VI Diseases of the nervous system,Other sleep disorders,PSPN,Persephin,21458,157,1.28 [1.15-1.42],5.256653347697982e-06
Chapter VI Diseases of the nervous system,Other sleep disorders,RBFOX3,RNA binding protein fox-1 homolog 3,18733,134,1.86 [1.42-2.43],6.905792184957932e-06
Chapter VI Diseases of the nervous system,Other sleep disorders,TEX101,Testis-expressed protein 101,18272,132,1.65 [1.36-2.00],3.7389896806155123e-07
Chapter VI Diseases of the nervous system,Other sleep disorders,ZBTB17,Zinc finger and BTB domain-containing protein 17,21110,155,1.67 [1.35-2.07],2.773833390033756e-06
