Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ADA2,Adenosine deaminase 2,20887,56,2.89 [1.88-4.42],1.1290867958001397e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,AGR2,Anterior gradient protein 2 homolog,20348,55,1.89 [1.57-2.28],3.6707592571013925e-11
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,AREG,Amphiregulin,20894,58,3.14 [2.27-4.32],3.258167770194464e-12
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,BAMBI,BMP and activin membrane-bound inhibitor homolog,20534,57,3.43 [2.04-5.76],3.193647090981793e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,C1QA,Complement C1q subcomponent subunit A,21095,58,7.39 [3.65-14.95],2.73186360935736e-08
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,CCL14,C-C motif chemokine 14,20958,56,2.46 [1.74-3.49],4.167972957448303e-07
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,CD276,CD276 antigen,20976,56,4.12 [2.32-7.31],1.248270889037313e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,CKAP4,Cytoskeleton-associated protein 4,21103,58,3.77 [2.37-6.00],2.1588957609896186e-08
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,CLEC5A,C-type lectin domain family 5 member A,20909,56,4.00 [2.23-7.16],3.3019059964630105e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,CSF1,Macrophage colony-stimulating factor 1,21074,57,5.22 [2.67-10.23],1.4307103678741765e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,CXADR,Coxsackievirus and adenovirus receptor,20936,58,2.35 [1.66-3.34],1.7526658776748635e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,DLL1,Delta-like protein 1,21068,56,4.04 [2.22-7.36],5.2057306633812994e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,EDA2R,Tumor necrosis factor receptor superfamily member 27,21155,58,2.77 [1.83-4.20],1.576822783650778e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,21069,56,4.39 [2.38-8.10],2.159045262395954e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,EPHA2,Ephrin type-A receptor 2,20226,53,2.95 [1.86-4.69],4.532218702505069e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,FGF5,Fibroblast growth factor 5,20593,55,2.84 [1.82-4.45],4.73748561841396e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,FOLR1,Folate receptor alpha,20979,56,4.38 [2.58-7.41],3.924832418175505e-08
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,GFRA1,GDNF family receptor alpha-1,21116,58,5.45 [3.01-9.88],2.1284778560784704e-08
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,HGF,Hepatocyte growth factor,21195,58,3.34 [2.15-5.19],7.53374555641675e-08
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,IL17A,Interleukin-17A,20567,55,2.07 [1.56-2.74],3.654942442467938e-07
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,KRT19,"Keratin, type I cytoskeletal 19",20894,58,1.90 [1.50-2.42],1.3881527968395477e-07
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,LGALS4,Galectin-4,20976,56,2.49 [1.76-3.51],1.9700954325112785e-07
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,LTBP2,Latent-transforming growth factor beta-binding protein 2,21245,57,3.65 [2.12-6.29],3.1680914318657754e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,LTBR,Tumor necrosis factor receptor superfamily member 3,20886,56,3.77 [2.10-6.79],9.238288285938936e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,MANSC1,MANSC domain-containing protein 1,21068,56,4.84 [2.42-9.71],8.745237071239823e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,NECTIN4,Nectin-4,21068,56,2.70 [1.74-4.19],9.375570588278124e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,OGN,Mimecan,21008,55,2.69 [1.74-4.14],7.515419170740701e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,PLAUR,Urokinase plasminogen activator surface receptor,20848,56,6.38 [3.34-12.21],2.1175185299750404e-08
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,PTH1R,Parathyroid hormone/parathyroid hormone-related peptide receptor,20936,58,1.90 [1.45-2.50],4.320457214453311e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,PTN,Pleiotrophin,20589,55,2.26 [1.58-3.23],7.863141806049724e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,RNASE6,Ribonuclease K6,18174,44,2.44 [1.70-3.49],1.2064962919356404e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,RSPO3,R-spondin-3,21155,58,4.35 [2.40-7.86],1.204879380062719e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,SLAMF8,SLAM family member 8,20534,57,2.44 [1.67-3.56],3.4214934630611e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,SPON1,Spondin-1,21009,57,3.56 [2.28-5.56],2.4654330976655312e-08
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,TFF2,Trefoil factor 2,21039,57,2.33 [1.71-3.19],1.1052686822066845e-07
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,TFF3,Trefoil factor 3,20979,56,1.94 [1.46-2.59],5.750506224207915e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,TGFBR2,TGF-beta receptor type-2,21068,56,2.94 [1.89-4.59],1.969485125496485e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,21195,58,2.94 [1.94-4.46],3.919459980858658e-07
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,21008,55,3.57 [2.08-6.12],3.980628623400668e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,TNFSF13,Tumor necrosis factor ligand superfamily member 13,21074,57,5.32 [2.57-11.03],6.924568940021126e-06
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ZNRD2,Protein ZNRD2,18217,44,2.01 [1.50-2.70],3.440017440191004e-06
