Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,BRK1,Protein BRICK1,14113,434,1.80 [1.51-2.15],1.043581987334224e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,CHGA,Chromogranin-A,12628,388,1.23 [1.12-1.35],9.882145717613997e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,CNTN2,Contactin-2,14519,442,0.64 [0.52-0.77],7.0915067371873095e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,COL9A1,Collagen alpha-1(IX) chain,14367,440,2.30 [1.95-2.70],4.9364427927364996e-24
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,CRTAC1,Cartilage acidic protein 1,14578,444,2.09 [1.55-2.81],1.109034230309734e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,DCN,Decorin,14132,430,2.63 [1.85-3.73],6.502574455731884e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,DPP10,Inactive dipeptidyl peptidase 10,14367,440,0.54 [0.42-0.70],1.5042445781544311e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,HAVCR2,Hepatitis A virus cellular receptor 2,14404,442,1.71 [1.36-2.16],5.452317519886113e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,KLK4,Kallikrein-4,14519,442,1.41 [1.25-1.60],4.43736660589002e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,NELL2,Protein kinase C-binding protein NELL2,14458,437,0.42 [0.31-0.57],1.4208479541829072e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,NRCAM,Neuronal cell adhesion molecule,14392,435,0.49 [0.36-0.67],8.186331723963537e-06
